id,skill,epic,group,priority,phase,status,dependencies,description,acceptance_hint
ELMOS-TOOL-009,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Layered images,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,Use .dockerignore and immutable base digests.,Implement and verify: Use .dockerignore and immutable base digests.
ELMOS-TOOL-010,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Layered images,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Generate SBOM, vulnerability/license report, provenance, and signature.","Implement and verify: Generate SBOM, vulnerability/license report, provenance, and signature."
ELMOS-TOOL-011,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Layered images,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Prevent secrets, source, and private URLs in image layers.","Implement and verify: Prevent secrets, source, and private URLs in image layers."
ELMOS-TOOL-012,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Language/platform matrix,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Provide governed Java 8, 11, 17, and 21 environments.","Implement and verify: Provide governed Java 8, 11, 17, and 21 environments."
ELMOS-TOOL-013,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Language/platform matrix,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Provide Kotlin, .NET/MSBuild, Python legacy/modern/GPU, Node/TypeScript, Go, Rust, C/C++/LLVM, PHP, Dart/Flutter, Windows, macOS/Swift, and notebook environments as supported paths require.","Implement and verify: Provide Kotlin, .NET/MSBuild, Python legacy/modern/GPU, Node/TypeScript, Go, Rust, C/C++/LLVM, PHP, Dart/Flutter, Windows, macOS/Swift, and notebook environments as supported paths require."
ELMOS-TOOL-014,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Language/platform matrix,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,Record supported project ranges and incompatibilities.,Implement and verify: Record supported project ranges and incompatibilities.
ELMOS-TOOL-015,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Language/platform matrix,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"For GPU record model, compute capability, driver, runtime libraries, device count, precision, and determinism.","Implement and verify: For GPU record model, compute capability, driver, runtime libraries, device count, precision, and determinism."
ELMOS-TOOL-016,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Language/platform matrix,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,Keep unsupported legacy runtimes isolated and offline by default.,Implement and verify: Keep unsupported legacy runtimes isolated and offline by default.
ELMOS-TOOL-017,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Dependency reproduction,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,Verify Maven/Gradle wrappers and checksums.,Implement and verify: Verify Maven/Gradle wrappers and checksums.
ELMOS-TOOL-018,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Dependency reproduction,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Verify npm/pnpm/yarn, Cargo, Python, NuGet, Go, Dart, and other lock files.","Implement and verify: Verify npm/pnpm/yarn, Cargo, Python, NuGet, Go, Dart, and other lock files."
ELMOS-TOOL-019,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Dependency reproduction,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Without lock files capture repository, version, checksum, license, and resolution graph.","Implement and verify: Without lock files capture repository, version, checksum, license, and resolution graph."
ELMOS-TOOL-020,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Dependency reproduction,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,Broker private credentials per task.,Implement and verify: Broker private credentials per task.
ELMOS-TOOL-021,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Dependency reproduction,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,Isolate tenant-private caches and separate verified public cache.,Implement and verify: Isolate tenant-private caches and separate verified public cache.
ELMOS-TOOL-022,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Dependency reproduction,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,Support offline dependency bundles.,Implement and verify: Support offline dependency bundles.
ELMOS-TOOL-023,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Dependency reproduction,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Detect dependency confusion, unpinned/mutable artifacts, and repository fallback.","Implement and verify: Detect dependency confusion, unpinned/mutable artifacts, and repository fallback."
ELMOS-TOOL-024,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Reproducibility and classification,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,Run the same snapshot/toolchain on two clean runners and compare declared outputs.,Implement and verify: Run the same snapshot/toolchain on two clean runners and compare declared outputs.
ELMOS-TOOL-025,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Reproducibility and classification,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Normalize or document timestamps, archive ordering, random IDs, paths, and nondeterminism.","Implement and verify: Normalize or document timestamps, archive ordering, random IDs, paths, and nondeterminism."
ELMOS-TOOL-026,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Reproducibility and classification,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Classify failures as environment, source, private repository, network, policy, capacity, or unknown.","Implement and verify: Classify failures as environment, source, private repository, network, policy, capacity, or unknown."
ELMOS-TOOL-027,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Reproducibility and classification,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,Detect build scripts modifying source.,Implement and verify: Detect build scripts modifying source.
ELMOS-TOOL-028,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Reproducibility and classification,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,Emit reproducibility report and mark nonreproducible output LIMITED/BLOCKED.,Implement and verify: Emit reproducibility report and mark nonreproducible output LIMITED/BLOCKED.
ELMOS-TOOL-029,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Warm pools,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,Maintain toolchain-specific warm pools based on demand.,Implement and verify: Maintain toolchain-specific warm pools based on demand.
ELMOS-TOOL-030,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Warm pools,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Scale from queue age, cache locality, startup cost, and forecast.","Implement and verify: Scale from queue age, cache locality, startup cost, and forecast."
ELMOS-TOOL-031,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Warm pools,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Drain/rotate safely on image, policy, or certificate changes.","Implement and verify: Drain/rotate safely on image, policy, or certificate changes."
ELMOS-TOOL-032,elmos-reproducible-toolchain,"Reproducible Toolchains, Dependency Environments, and Warm Pools",Warm pools,P0,G3,BACKLOG,elmos-content-addressed-cache;elmos-identity-tenant-security,"Measure cold start, warm start, dependency resolution, and cache hit.","Implement and verify: Measure cold start, warm start, dependency resolution, and cache hit."
ELMOS-INC-001,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Merkle changes,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Generate Merkle tree for every source snapshot.,Implement and verify: Generate Merkle tree for every source snapshot.
ELMOS-INC-002,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Merkle changes,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,"Detect add, modify, delete, move, permission, and type changes.","Implement and verify: Detect add, modify, delete, move, permission, and type changes."
ELMOS-INC-003,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Merkle changes,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Reuse identical blobs after moves.,Implement and verify: Reuse identical blobs after moves.
ELMOS-INC-004,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Merkle changes,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Version/digest eLMOS ignore rules independently of .gitignore.,Implement and verify: Version/digest eLMOS ignore rules independently of .gitignore.
ELMOS-INC-005,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Merkle changes,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Produce changed-file and changed-module manifests.,Implement and verify: Produce changed-file and changed-module manifests.
ELMOS-INC-006,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Incremental syntax,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Use Tree-sitter or equivalent incremental CST for supported languages.,Implement and verify: Use Tree-sitter or equivalent incremental CST for supported languages.
ELMOS-INC-007,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Incremental syntax,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Include grammar version/options in parse cache key.,Implement and verify: Include grammar version/options in parse cache key.
ELMOS-INC-008,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Incremental syntax,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Persist parse trees by digest and reparse only changed files.,Implement and verify: Persist parse trees by digest and reparse only changed files.
ELMOS-INC-009,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Incremental syntax,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Preserve byte/line/column mapping and syntax-error nodes.,Implement and verify: Preserve byte/line/column mapping and syntax-error nodes.
ELMOS-INC-010,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Incremental syntax,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,"Diagnose encoding, generated code, and parser recovery ambiguity.","Implement and verify: Diagnose encoding, generated code, and parser recovery ambiguity."
ELMOS-INC-011,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Semantic queries,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Define query keys and exact input dependencies.,Implement and verify: Define query keys and exact input dependencies.
ELMOS-INC-012,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Semantic queries,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Reuse results when dependencies are unchanged.,Implement and verify: Reuse results when dependencies are unchanged.
ELMOS-INC-013,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Semantic queries,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Invalidate only transitive dependents.,Implement and verify: Invalidate only transitive dependents.
ELMOS-INC-014,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Semantic queries,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,"Detect cycles, query explosions, nondeterministic ordering, and invalid cache.","Implement and verify: Detect cycles, query explosions, nondeterministic ordering, and invalid cache."
ELMOS-INC-015,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Semantic queries,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Parallelize independent modules and record hit/miss/recompute reason.,Implement and verify: Parallelize independent modules and record hit/miss/recompute reason.
ELMOS-INC-016,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Symbol and domain graph,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,"Define stable language-qualified symbol IDs including module, namespace, signature, and generic arity.","Implement and verify: Define stable language-qualified symbol IDs including module, namespace, signature, and generic arity."
ELMOS-INC-017,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Symbol and domain graph,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,"Index definitions, references, calls, inheritance, implementation, reads, writes, publishes, subscribes, database queries, API exposure, configuration use, and module dependencies.","Implement and verify: Index definitions, references, calls, inheritance, implementation, reads, writes, publishes, subscribes, database queries, API exposure, configuration use, and module dependencies."
ELMOS-INC-018,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Symbol and domain graph,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Map routes to handlers/contracts.,Implement and verify: Map routes to handlers/contracts.
ELMOS-INC-019,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Symbol and domain graph,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,"Map code to tables/columns, messages, configuration, services, and files.","Implement and verify: Map code to tables/columns, messages, configuration, services, and files."
ELMOS-INC-020,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Symbol and domain graph,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Store versioned graphs in PostgreSQL initially and expose a measured upgrade boundary.,Implement and verify: Store versioned graphs in PostgreSQL initially and expose a measured upgrade boundary.
ELMOS-INC-021,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Impact analysis,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Compute direct/transitive symbol impact.,Implement and verify: Compute direct/transitive symbol impact.
ELMOS-INC-022,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Impact analysis,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,"Propagate across API, database, message, serialization, security, transaction, and configuration.","Implement and verify: Propagate across API, database, message, serialization, security, transaction, and configuration."
ELMOS-INC-023,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Impact analysis,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Map impacted symbols to target generation and validation actions.,Implement and verify: Map impacted symbols to target generation and validation actions.
ELMOS-INC-024,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Impact analysis,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Explain inclusion with graph paths.,Implement and verify: Explain inclusion with graph paths.
ELMOS-INC-025,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Impact analysis,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,"Escalate reflection, dynamic import, code generation, native calls, and framework magic conservatively.","Implement and verify: Escalate reflection, dynamic import, code generation, native calls, and framework magic conservatively."
ELMOS-INC-026,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Test selection,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,"Build test-to-code maps from static references, coverage, framework metadata, and runtime traces.","Implement and verify: Build test-to-code maps from static references, coverage, framework metadata, and runtime traces."
ELMOS-INC-027,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Test selection,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Select affected unit/integration tests and record why.,Implement and verify: Select affected unit/integration tests and record why.
ELMOS-INC-028,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Test selection,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,"Escalate public contract, persistence, security, concurrency, build-tool, or unknown changes to broader suites.","Implement and verify: Escalate public contract, persistence, security, concurrency, build-tool, or unknown changes to broader suites."
ELMOS-INC-029,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Test selection,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Regularly compare incremental selection with full-suite results and fail on missed regressions.,Implement and verify: Regularly compare incremental selection with full-suite results and fail on missed regressions.
ELMOS-INC-030,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Metrics,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,"Measure parse, query, IR, build, and test cache hit.","Implement and verify: Measure parse, query, IR, build, and test cache hit."
ELMOS-INC-031,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Metrics,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Measure unaffected work rerun after one-file changes.,Implement and verify: Measure unaffected work rerun after one-file changes.
ELMOS-INC-032,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Metrics,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Benchmark a goal of no more than ten percent unnecessary reprocessing for representative local changes.,Implement and verify: Benchmark a goal of no more than ten percent unnecessary reprocessing for representative local changes.
ELMOS-INC-033,elmos-incremental-semantic-index,"Incremental Parsing, Semantic Index, Impact Analysis, and Test Selection",Metrics,P1,G4,BACKLOG,elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-reproducible-toolchain,Record false-negative and false-positive impact selections.,Implement and verify: Record false-negative and false-positive impact selections.
ELMOS-RUN-001,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Action protocol,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Define Action with action digest, input root, toolchain, command, environment, working directory, outputs, resources, sandbox, network, secrets, timeout, priority, tenant, and project.","Implement and verify: Define Action with action digest, input root, toolchain, command, environment, working directory, outputs, resources, sandbox, network, secrets, timeout, priority, tenant, and project."
ELMOS-RUN-002,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Action protocol,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Define ActionResult with status, receipt, output manifest, exit code, logs, duration, resources, cost, validation, and provenance.","Implement and verify: Define ActionResult with status, receipt, output manifest, exit code, logs, duration, resources, cost, validation, and provenance."
ELMOS-RUN-003,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Action protocol,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Require declared outputs and do not upload arbitrary workspace contents.,Implement and verify: Require declared outputs and do not upload arbitrary workspace contents.
ELMOS-RUN-004,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Action protocol,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Check Action Cache before execution and publish valid results after completion.,Implement and verify: Check Action Cache before execution and publish valid results after completion.
ELMOS-RUN-005,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Action protocol,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Negotiate protocol versions and reject incompatible runners.,Implement and verify: Negotiate protocol versions and reject incompatible runners.
ELMOS-RUN-006,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Capabilities and health,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Register OS, architecture, CPU, memory, disk, GPU, sandbox tiers, region, residency, network, prewarmed toolchains, cache summary, concurrency, and load.","Implement and verify: Register OS, architecture, CPU, memory, disk, GPU, sandbox tiers, region, residency, network, prewarmed toolchains, cache summary, concurrency, and load."
ELMOS-RUN-007,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Capabilities and health,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Refresh capability on image, hardware, policy, or connectivity changes.","Implement and verify: Refresh capability on image, hardware, policy, or connectivity changes."
ELMOS-RUN-008,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Capabilities and health,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Bind capabilities to authenticated runner identity.,Implement and verify: Bind capabilities to authenticated runner identity.
ELMOS-RUN-009,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Capabilities and health,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Expose heartbeat, drain, maintenance, disabled, unhealthy, and quarantine states.","Implement and verify: Expose heartbeat, drain, maintenance, disabled, unhealthy, and quarantine states."
ELMOS-RUN-010,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Capabilities and health,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Prevent incompatible/revoked runners from leasing.,Implement and verify: Prevent incompatible/revoked runners from leasing.
ELMOS-RUN-011,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Fair scheduling,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Implement priority classes, weighted fairness, tenant/project/task quotas, priority aging, deadlines, and bounded preemption.","Implement and verify: Implement priority classes, weighted fairness, tenant/project/task quotas, priority aging, deadlines, and bounded preemption."
ELMOS-RUN-012,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Fair scheduling,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Prevent noisy neighbors across runners, models, storage, network, and queues.","Implement and verify: Prevent noisy neighbors across runners, models, storage, network, and queues."
ELMOS-RUN-013,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Fair scheduling,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Reserve resources before lease and release on terminal/expired states.,Implement and verify: Reserve resources before lease and release on terminal/expired states.
ELMOS-RUN-014,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Fair scheduling,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Expose queue age, estimated start, no-runner reason, quota, and capacity forecast.","Implement and verify: Expose queue age, estimated start, no-runner reason, quota, and capacity forecast."
ELMOS-RUN-015,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Fair scheduling,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Require approval for quota/budget override.,Implement and verify: Require approval for quota/budget override.
ELMOS-RUN-016,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Locality and placement,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Prefer runners holding inputs, dependency caches, and toolchains.","Implement and verify: Prefer runners holding inputs, dependency caches, and toolchains."
ELMOS-RUN-017,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Locality and placement,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Balance locality against queue delay, transfer, startup, security, and residency.","Implement and verify: Balance locality against queue delay, transfer, startup, security, and residency."
ELMOS-RUN-018,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Locality and placement,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Record placement scores and explanation.,Implement and verify: Record placement scores and explanation.
ELMOS-RUN-019,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Locality and placement,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Support region/customer-network affinity.,Implement and verify: Support region/customer-network affinity.
ELMOS-RUN-020,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Locality and placement,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Avoid raw-source movement when private runner can execute locally.,Implement and verify: Avoid raw-source movement when private runner can execute locally.
ELMOS-RUN-021,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Fleet modes,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Support trusted native local, rootless container, Kubernetes Job, warm Deployment, external private, Windows, macOS/Swift, ARM, and GPU runners.","Implement and verify: Support trusted native local, rootless container, Kubernetes Job, warm Deployment, external private, Windows, macOS/Swift, ARM, and GPU runners."
