id,batch,batch_title,family,kind,name,path,summary
PG311,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,mapper,db2i-data-access-mapper,skills/batch-88/PG311-db2i-data-access-mapper/SKILL.md,"Map db2i data access mapper within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG312,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,analyzer,ile-service-program-binding-analyzer,skills/batch-88/PG312-ile-service-program-binding-analyzer/SKILL.md,"Analyze ile service program binding analyzer within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG313,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,modernizer,5250-ui-to-web-modernizer,skills/batch-88/PG313-5250-ui-to-web-modernizer/SKILL.md,"Modernize 5250 ui to web modernizer within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG314,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,generator,rpg-to-java-dotnet-generator,skills/batch-88/PG314-rpg-to-java-dotnet-generator/SKILL.md,"Generate rpg to java dotnet generator within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG315,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,generator,cl-to-workflow-batch-generator,skills/batch-88/PG315-cl-to-workflow-batch-generator/SKILL.md,"Generate cl to workflow batch generator within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG316,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,adapter,ibmi-integration-adapter,skills/batch-88/PG316-ibmi-integration-adapter/SKILL.md,"Adapt ibmi integration adapter within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG317,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,verifier,ibmi-parallel-run-record-verifier,skills/batch-88/PG317-ibmi-parallel-run-record-verifier/SKILL.md,"Verify ibmi parallel run record verifier within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG318,88,IBM i RPG / CL / DDS / DB2 for i Pack,enterprise-ibmi,certifier,ibmi-cutover-certifier,skills/batch-88/PG318-ibmi-cutover-certifier/SKILL.md,"Certify ibmi cutover certifier within the IBM i RPG / CL / DDS / DB2 for i Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG319,89,R / Quarto / Shiny / renv Pack,data-science,discovery,r-project-package-discovery,skills/batch-89/PG319-r-project-package-discovery/SKILL.md,"Discover and inventory r project package discovery within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG320,89,R / Quarto / Shiny / renv Pack,data-science,parser,r-parser-and-semantic-model,skills/batch-89/PG320-r-parser-and-semantic-model/SKILL.md,"Parse and semantically index r parser and semantic model within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG321,89,R / Quarto / Shiny / renv Pack,data-science,planner,renv-reproducibility-planner,skills/batch-89/PG321-renv-reproducibility-planner/SKILL.md,"Plan renv reproducibility planner within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG322,89,R / Quarto / Shiny / renv Pack,data-science,model,tidyverse-datatable-pipeline-modeler,skills/batch-89/PG322-tidyverse-datatable-pipeline-modeler/SKILL.md,"Model tidyverse datatable pipeline modeler within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG323,89,R / Quarto / Shiny / renv Pack,data-science,generator,r-package-project-generator,skills/batch-89/PG323-r-package-project-generator/SKILL.md,"Generate r package project generator within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG324,89,R / Quarto / Shiny / renv Pack,data-science,generator,quarto-rmarkdown-report-generator,skills/batch-89/PG324-quarto-rmarkdown-report-generator/SKILL.md,"Generate quarto rmarkdown report generator within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG325,89,R / Quarto / Shiny / renv Pack,data-science,generator,shiny-application-generator,skills/batch-89/PG325-shiny-application-generator/SKILL.md,"Generate shiny application generator within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG326,89,R / Quarto / Shiny / renv Pack,data-science,generator,plumber-api-generator,skills/batch-89/PG326-plumber-api-generator/SKILL.md,"Generate plumber api generator within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG327,89,R / Quarto / Shiny / renv Pack,data-science,generator,targets-workflow-generator,skills/batch-89/PG327-targets-workflow-generator/SKILL.md,"Generate targets workflow generator within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG328,89,R / Quarto / Shiny / renv Pack,data-science,generator,testthat-statistical-test-generator,skills/batch-89/PG328-testthat-statistical-test-generator/SKILL.md,"Generate testthat statistical test generator within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG329,89,R / Quarto / Shiny / renv Pack,data-science,bridge,r-python-julia-interop-bridge,skills/batch-89/PG329-r-python-julia-interop-bridge/SKILL.md,"Bridge r python julia interop bridge within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG330,89,R / Quarto / Shiny / renv Pack,data-science,certifier,statistical-reproducibility-certifier,skills/batch-89/PG330-statistical-reproducibility-certifier/SKILL.md,"Certify statistical reproducibility certifier within the R / Quarto / Shiny / renv Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG331,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,discovery,sas-estate-discovery-and-inventory,skills/batch-90/PG331-sas-estate-discovery-and-inventory/SKILL.md,"Discover and inventory sas estate discovery and inventory within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG332,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,parser,sas-data-step-parser-and-semantic-model,skills/batch-90/PG332-sas-data-step-parser-and-semantic-model/SKILL.md,"Parse and semantically index sas data step parser and semantic model within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG333,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,analyzer,sas-macro-expansion-analyzer,skills/batch-90/PG333-sas-macro-expansion-analyzer/SKILL.md,"Analyze sas macro expansion analyzer within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG334,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,model,proc-sql-query-modeler,skills/batch-90/PG334-proc-sql-query-modeler/SKILL.md,"Model proc sql query modeler within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG335,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,generator,sas-format-informat-catalog,skills/batch-90/PG335-sas-format-informat-catalog/SKILL.md,"Generate sas format informat catalog within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG336,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,model,sas-job-workflow-modeler,skills/batch-90/PG336-sas-job-workflow-modeler/SKILL.md,"Model sas job workflow modeler within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG337,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,generator,sas-to-python-r-sql-generator,skills/batch-90/PG337-sas-to-python-r-sql-generator/SKILL.md,"Generate sas to python r sql generator within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG338,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,adapter,sas-cas-viya-integration-adapter,skills/batch-90/PG338-sas-cas-viya-integration-adapter/SKILL.md,"Adapt sas cas viya integration adapter within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG339,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,verifier,statistical-numerical-equivalence-verifier,skills/batch-90/PG339-statistical-numerical-equivalence-verifier/SKILL.md,"Verify statistical numerical equivalence verifier within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG340,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,mapper,sas-data-lineage-security-mapper,skills/batch-90/PG340-sas-data-lineage-security-mapper/SKILL.md,"Map sas data lineage security mapper within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG341,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,generator,sas-parallel-run-validation,skills/batch-90/PG341-sas-parallel-run-validation/SKILL.md,"Generate sas parallel run validation within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG342,90,SAS / Macro / PROC SQL / Viya Modernization Pack,enterprise-analytics,certifier,sas-modernization-certifier,skills/batch-90/PG342-sas-modernization-certifier/SKILL.md,"Certify sas modernization certifier within the SAS / Macro / PROC SQL / Viya Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG343,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,discovery,salesforce-org-metadata-discovery,skills/batch-91/PG343-salesforce-org-metadata-discovery/SKILL.md,"Discover and inventory salesforce org metadata discovery within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG344,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,parser,apex-parser-and-semantic-model,skills/batch-91/PG344-apex-parser-and-semantic-model/SKILL.md,"Parse and semantically index apex parser and semantic model within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG345,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,analyzer,soql-sosl-query-analyzer,skills/batch-91/PG345-soql-sosl-query-analyzer/SKILL.md,"Analyze soql sosl query analyzer within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG346,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,analyzer,trigger-bulkification-governor-limit-analyzer,skills/batch-91/PG346-trigger-bulkification-governor-limit-analyzer/SKILL.md,"Analyze trigger bulkification governor limit analyzer within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG347,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,generator,lwc-application-generator,skills/batch-91/PG347-lwc-application-generator/SKILL.md,"Generate lwc application generator within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG348,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,modernizer,visualforce-to-lwc-modernizer,skills/batch-91/PG348-visualforce-to-lwc-modernizer/SKILL.md,"Modernize visualforce to lwc modernizer within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG349,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,generator,flow-apex-orchestration-generator,skills/batch-91/PG349-flow-apex-orchestration-generator/SKILL.md,"Generate flow apex orchestration generator within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG350,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,generator,platform-event-integration-generator,skills/batch-91/PG350-platform-event-integration-generator/SKILL.md,"Generate platform event integration generator within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG351,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,generator,salesforce-security-sharing-fsl-crud-generator,skills/batch-91/PG351-salesforce-security-sharing-fsl-crud-generator/SKILL.md,"Generate salesforce security sharing fsl crud generator within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG352,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,generator,sfdx-package-ci-generator,skills/batch-91/PG352-sfdx-package-ci-generator/SKILL.md,"Generate sfdx package ci generator within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG353,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,generator,apex-test-mutation-generator,skills/batch-91/PG353-apex-test-mutation-generator/SKILL.md,"Generate apex test mutation generator within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG354,91,Salesforce Apex / SOQL / LWC Pack,enterprise-crm-platform,certifier,salesforce-release-certifier,skills/batch-91/PG354-salesforce-release-certifier/SKILL.md,"Certify salesforce release certifier within the Salesforce Apex / SOQL / LWC Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG355,92,Objective-C to Swift Modernization Pack,apple-legacy,discovery,objectivec-project-discovery,skills/batch-92/PG355-objectivec-project-discovery/SKILL.md,"Discover and inventory objectivec project discovery within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG356,92,Objective-C to Swift Modernization Pack,apple-legacy,parser,objectivec-parser-runtime-model,skills/batch-92/PG356-objectivec-parser-runtime-model/SKILL.md,"Parse and semantically index objectivec parser runtime model within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG357,92,Objective-C to Swift Modernization Pack,apple-legacy,mapper,cocoa-cocoatouch-framework-mapper,skills/batch-92/PG357-cocoa-cocoatouch-framework-mapper/SKILL.md,"Map cocoa cocoatouch framework mapper within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG358,92,Objective-C to Swift Modernization Pack,apple-legacy,analyzer,arc-memory-ownership-analyzer,skills/batch-92/PG358-arc-memory-ownership-analyzer/SKILL.md,"Analyze arc memory ownership analyzer within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG359,92,Objective-C to Swift Modernization Pack,apple-legacy,generator,objectivec-swift-interop-header-generator,skills/batch-92/PG359-objectivec-swift-interop-header-generator/SKILL.md,"Generate objectivec swift interop header generator within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG360,92,Objective-C to Swift Modernization Pack,apple-legacy,migrator,objectivec-to-swift-migrator,skills/batch-92/PG360-objectivec-to-swift-migrator/SKILL.md,"Migrate objectivec to swift migrator within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG361,92,Objective-C to Swift Modernization Pack,apple-legacy,modernizer,storyboard-xib-to-swiftui-modernizer,skills/batch-92/PG361-storyboard-xib-to-swiftui-modernizer/SKILL.md,"Modernize storyboard xib to swiftui modernizer within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG362,92,Objective-C to Swift Modernization Pack,apple-legacy,generator,coredata-networking-migration-generator,skills/batch-92/PG362-coredata-networking-migration-generator/SKILL.md,"Generate coredata networking migration generator within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG363,92,Objective-C to Swift Modernization Pack,apple-legacy,migrator,gcd-operationqueue-to-swift-concurrency-migrator,skills/batch-92/PG363-gcd-operationqueue-to-swift-concurrency-migrator/SKILL.md,"Migrate gcd operationqueue to swift concurrency migrator within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG364,92,Objective-C to Swift Modernization Pack,apple-legacy,generator,objectivec-regression-test-generator,skills/batch-92/PG364-objectivec-regression-test-generator/SKILL.md,"Generate objectivec regression test generator within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG365,92,Objective-C to Swift Modernization Pack,apple-legacy,verifier,apple-binary-api-compatibility-checker,skills/batch-92/PG365-apple-binary-api-compatibility-checker/SKILL.md,"Verify apple binary api compatibility checker within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG366,92,Objective-C to Swift Modernization Pack,apple-legacy,certifier,objectivec-swift-cutover-certifier,skills/batch-92/PG366-objectivec-swift-cutover-certifier/SKILL.md,"Certify objectivec swift cutover certifier within the Objective-C to Swift Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG367,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,discovery,delphi-project-discovery-and-inventory,skills/batch-93/PG367-delphi-project-discovery-and-inventory/SKILL.md,"Discover and inventory delphi project discovery and inventory within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG368,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,parser,object-pascal-parser-and-semantic-model,skills/batch-93/PG368-object-pascal-parser-and-semantic-model/SKILL.md,"Parse and semantically index object pascal parser and semantic model within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG369,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,model,vcl-fmx-ui-modeler,skills/batch-93/PG369-vcl-fmx-ui-modeler/SKILL.md,"Model vcl fmx ui modeler within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG370,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,analyzer,bpl-dcp-package-dependency-analyzer,skills/batch-93/PG370-bpl-dcp-package-dependency-analyzer/SKILL.md,"Analyze bpl dcp package dependency analyzer within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG371,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,mapper,dataset-firedac-bde-data-mapper,skills/batch-93/PG371-dataset-firedac-bde-data-mapper/SKILL.md,"Map dataset firedac bde data mapper within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG372,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,analyzer,delphi-com-windows-api-interop-analyzer,skills/batch-93/PG372-delphi-com-windows-api-interop-analyzer/SKILL.md,"Analyze delphi com windows api interop analyzer within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG373,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,generator,delphi-to-dotnet-cpp-generator,skills/batch-93/PG373-delphi-to-dotnet-cpp-generator/SKILL.md,"Generate delphi to dotnet cpp generator within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG374,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,generator,delphi-form-to-modern-ui-generator,skills/batch-93/PG374-delphi-form-to-modern-ui-generator/SKILL.md,"Generate delphi form to modern ui generator within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG375,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,analyzer,thread-memory-lifetime-analyzer,skills/batch-93/PG375-thread-memory-lifetime-analyzer/SKILL.md,"Analyze thread memory lifetime analyzer within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG376,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,generator,delphi-test-harness-generator,skills/batch-93/PG376-delphi-test-harness-generator/SKILL.md,"Generate delphi test harness generator within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG377,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,verifier,delphi-numerical-binary-regression-verifier,skills/batch-93/PG377-delphi-numerical-binary-regression-verifier/SKILL.md,"Verify delphi numerical binary regression verifier within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG378,93,Delphi / Object Pascal Modernization Pack,windows-industrial-legacy,certifier,delphi-modernization-certifier,skills/batch-93/PG378-delphi-modernization-certifier/SKILL.md,"Certify delphi modernization certifier within the Delphi / Object Pascal Modernization Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG379,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,discovery,beam-project-discovery-and-inventory,skills/batch-94/PG379-beam-project-discovery-and-inventory/SKILL.md,"Discover and inventory beam project discovery and inventory within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG380,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,parser,erlang-parser-and-otp-model,skills/batch-94/PG380-erlang-parser-and-otp-model/SKILL.md,"Parse and semantically index erlang parser and otp model within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG381,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,profile,elixir-mix-project-profile,skills/batch-94/PG381-elixir-mix-project-profile/SKILL.md,"Define a certified profile for elixir mix project profile within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG382,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,profile,gleam-project-profile,skills/batch-94/PG382-gleam-project-profile/SKILL.md,"Define a certified profile for gleam project profile within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG383,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,generator,otp-supervision-tree-generator,skills/batch-94/PG383-otp-supervision-tree-generator/SKILL.md,"Generate otp supervision tree generator within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG384,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,generator,genserver-state-machine-generator,skills/batch-94/PG384-genserver-state-machine-generator/SKILL.md,"Generate genserver state machine generator within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG385,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,planner,distributed-node-cluster-topology-planner,skills/batch-94/PG385-distributed-node-cluster-topology-planner/SKILL.md,"Plan distributed node cluster topology planner within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG386,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,generator,beam-messaging-backpressure-generator,skills/batch-94/PG386-beam-messaging-backpressure-generator/SKILL.md,"Generate beam messaging backpressure generator within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG387,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,model,ets-mnesia-data-modeler,skills/batch-94/PG387-ets-mnesia-data-modeler/SKILL.md,"Model ets mnesia data modeler within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG388,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,generator,phoenix-liveview-api-generator,skills/batch-94/PG388-phoenix-liveview-api-generator/SKILL.md,"Generate phoenix liveview api generator within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG389,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,generator,beam-property-concurrency-fault-test-generator,skills/batch-94/PG389-beam-property-concurrency-fault-test-generator/SKILL.md,"Generate beam property concurrency fault test generator within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG390,94,Erlang / Elixir / Gleam BEAM Pack,fault-tolerant-runtime,certifier,beam-release-upgrade-certifier,skills/batch-94/PG390-beam-release-upgrade-certifier/SKILL.md,"Certify beam release upgrade certifier within the Erlang / Elixir / Gleam BEAM Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG391,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,discovery,lua-project-discovery-and-inventory,skills/batch-95/PG391-lua-project-discovery-and-inventory/SKILL.md,"Discover and inventory lua project discovery and inventory within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG392,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,parser,lua-parser-and-semantic-model,skills/batch-95/PG392-lua-parser-and-semantic-model/SKILL.md,"Parse and semantically index lua parser and semantic model within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG393,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,profile,openresty-nginx-application-profile,skills/batch-95/PG393-openresty-nginx-application-profile/SKILL.md,"Define a certified profile for openresty nginx application profile within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG394,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,generator,lua-embedded-host-interop-generator,skills/batch-95/PG394-lua-embedded-host-interop-generator/SKILL.md,"Generate lua embedded host interop generator within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG395,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,enforcer,lua-plugin-sandbox-capability-enforcer,skills/batch-95/PG395-lua-plugin-sandbox-capability-enforcer/SKILL.md,"Enforce lua plugin sandbox capability enforcer within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG396,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,model,lua-coroutine-concurrency-modeler,skills/batch-95/PG396-lua-coroutine-concurrency-modeler/SKILL.md,"Model lua coroutine concurrency modeler within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG397,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,generator,lua-resty-http-cache-gateway-generator,skills/batch-95/PG397-lua-resty-http-cache-gateway-generator/SKILL.md,"Generate lua resty http cache gateway generator within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG398,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,profile,lua-game-embedded-scripting-profile,skills/batch-95/PG398-lua-game-embedded-scripting-profile/SKILL.md,"Define a certified profile for lua game embedded scripting profile within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG399,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,generator,lua-package-build-config-generator,skills/batch-95/PG399-lua-package-build-config-generator/SKILL.md,"Generate lua package build config generator within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG400,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,generator,lua-test-fuzz-generator,skills/batch-95/PG400-lua-test-fuzz-generator/SKILL.md,"Generate lua test fuzz generator within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG401,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,verifier,lua-runtime-version-compatibility-checker,skills/batch-95/PG401-lua-runtime-version-compatibility-checker/SKILL.md,"Verify lua runtime version compatibility checker within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
PG402,95,Lua / OpenResty / Embedded Scripting Pack,embedded-scripting-gateway,certifier,lua-openresty-deployment-certifier,skills/batch-95/PG402-lua-openresty-deployment-certifier/SKILL.md,"Certify lua openresty deployment certifier within the Lua / OpenResty / Embedded Scripting Pack, preserving platform semantics, traceability, security, and reproducible evidence."
