source,target,route_class,default_mode,semantic_bridge,minimum_gate,readiness
objc,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
objc,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
objc,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
objc,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
objc,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
objc,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
objc,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
objc,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
objc,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
objc,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
objc,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
swift,java,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
swift,kotlin,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
swift,python,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
swift,csharp,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
swift,go,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
swift,rust,ir-mediated-planned,assess-then-convert,native-abi+safety,executed-evidence,not-run
swift,cpp,ir-mediated-planned,assess-then-convert,native-abi+safety,executed-evidence,not-run
swift,php,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
swift,typescript,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
swift,react,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
swift,objc,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
swift,swift,in-place-modernization,modernize,,executed-evidence,not-run
swift,flutter,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
swift,javascript,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
swift,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
swift,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
swift,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
swift,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
swift,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
swift,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
swift,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
swift,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
swift,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
swift,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
swift,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
swift,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
swift,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
swift,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
flutter,java,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
flutter,kotlin,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
flutter,python,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
flutter,csharp,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
flutter,go,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
flutter,rust,ir-mediated-planned,assess-then-convert,native-abi+safety,executed-evidence,not-run
flutter,cpp,ir-mediated-planned,assess-then-convert,native-abi+safety,executed-evidence,not-run
flutter,php,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
flutter,typescript,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
flutter,react,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
flutter,objc,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
flutter,swift,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
flutter,flutter,in-place-modernization,modernize,,executed-evidence,not-run
flutter,javascript,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
flutter,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
flutter,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
flutter,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
flutter,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
flutter,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
flutter,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
flutter,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
flutter,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
flutter,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
flutter,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
flutter,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
flutter,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
flutter,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
flutter,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
javascript,java,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
javascript,kotlin,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
javascript,python,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
javascript,csharp,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
javascript,go,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
javascript,rust,ir-mediated-planned,assess-then-convert,native-abi+safety,executed-evidence,not-run
javascript,cpp,ir-mediated-planned,assess-then-convert,native-abi+safety,executed-evidence,not-run
javascript,php,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
javascript,typescript,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
javascript,react,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
javascript,objc,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
javascript,swift,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
javascript,flutter,ir-mediated-planned,assess-then-convert,,executed-evidence,not-run
javascript,javascript,in-place-modernization,modernize,,executed-evidence,not-run
javascript,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
javascript,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
javascript,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
javascript,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
javascript,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
javascript,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
javascript,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
javascript,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
javascript,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
javascript,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
javascript,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
javascript,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
javascript,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
javascript,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
c,java,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,csharp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,rust,reference-golden-route,convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,cpp,reference-golden-route,convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,c,in-place-modernization,modernize,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
c,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
c,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
c,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
c,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
c,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
c,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
c,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+numerical,executed-evidence,not-run
c,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
c,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
cobol,java,reference-golden-route,convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,csharp,reference-golden-route,convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
cobol,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
cobol,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
cobol,cobol,in-place-modernization,modernize,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
cobol,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
cobol,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
cobol,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,java,reference-golden-route,convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,csharp,reference-golden-route,convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
rpg,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
rpg,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
rpg,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,rpg,in-place-modernization,modernize,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
rpg,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
rpg,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
rpg,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,java,reference-golden-route,convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,csharp,reference-golden-route,convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
pli,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
pli,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
pli,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,pli,in-place-modernization,modernize,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
pli,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical+record+transaction+4gl,executed-evidence,not-run
pli,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety+record+transaction+4gl,executed-evidence,not-run
pli,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vb6,java,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,csharp,reference-golden-route,convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
vb6,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
vb6,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
vb6,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vb6,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vb6,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vb6,vb6,in-place-modernization,modernize,repository+business-rule+behavior,executed-evidence,not-run
vb6,vbscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vb6,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vb6,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vb6,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vb6,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vb6,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
vb6,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
vb6,xbase,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vbscript,java,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,kotlin,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,python,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,csharp,reference-golden-route,convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,go,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,rust,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
vbscript,cpp,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
vbscript,php,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,typescript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,react,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,objc,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,swift,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,flutter,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,javascript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,c,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
vbscript,cobol,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vbscript,rpg,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vbscript,pli,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vbscript,vb6,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,vbscript,in-place-modernization,modernize,repository+business-rule+behavior,executed-evidence,not-run
vbscript,object-pascal,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior,executed-evidence,not-run
vbscript,powerscript,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vbscript,abap,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vbscript,natural,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vbscript,abl,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+record+transaction+4gl,executed-evidence,not-run
vbscript,fortran,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+numerical,executed-evidence,not-run
vbscript,ada-spark,ir-mediated-planned,assess-then-convert,repository+business-rule+behavior+native-abi+safety,executed-evidence,not-run
