id,skillId,kind,title,preconditions,expected
SCN-04-06-03,performance-reliability-observability-audit,positive-or-edge,No trace links user error to backend failure,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-04-06-01,performance-reliability-observability-audit,negative-trigger,benchmark on non-representative data without caveat,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-04-06-02,performance-reliability-observability-audit,negative-trigger,optimize before measuring,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-04-07-01,test-ci-cd-developer-experience-audit,positive-or-edge,Line coverage high but mutations survive,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-04-07-02,test-ci-cd-developer-experience-audit,positive-or-edge,CI takes hours and produces non-reproducible artifacts,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-04-07-03,test-ci-cd-developer-experience-audit,positive-or-edge,Integration fixtures hide authorization failures,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-04-07-01,test-ci-cd-developer-experience-audit,negative-trigger,equate line coverage with correctness,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-04-07-02,test-ci-cd-developer-experience-audit,negative-trigger,disable failing tests to pass,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-04-08-01,ux-accessibility-i18n-audit,positive-or-edge,Keyboard user cannot complete approval,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-04-08-02,ux-accessibility-i18n-audit,positive-or-edge,Timezone conversion changes business date,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-04-08-03,ux-accessibility-i18n-audit,positive-or-edge,Large bundle blocks field users on slow networks,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-04-08-01,ux-accessibility-i18n-audit,negative-trigger,visual redesign without product scope,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-04-08-02,ux-accessibility-i18n-audit,negative-trigger,claim legal accessibility compliance from automated scan alone,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-04-09-01,ai-agent-system-audit,positive-or-edge,Indirect prompt injection reaches MCP write tool,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-04-09-02,ai-agent-system-audit,positive-or-edge,RAG citations do not support answer,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-04-09-03,ai-agent-system-audit,positive-or-edge,Agent cannot resume after tool failure,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-04-09-01,ai-agent-system-audit,negative-trigger,judge quality from demo,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-04-09-02,ai-agent-system-audit,negative-trigger,allow model to certify itself,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-04-09-03,ai-agent-system-audit,negative-trigger,expose private evaluation data,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-04-10-01,cost-finops-sustainability-audit,positive-or-edge,Repeated full-repository scans dominate cost,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-04-10-02,cost-finops-sustainability-audit,positive-or-edge,High reasoning model used for deterministic tasks,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-04-10-03,cost-finops-sustainability-audit,positive-or-edge,Idle runtime labs remain provisioned,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-04-10-01,cost-finops-sustainability-audit,negative-trigger,personal finance,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-04-10-02,cost-finops-sustainability-audit,negative-trigger,guaranteed savings,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-04-10-03,cost-finops-sustainability-audit,negative-trigger,optimize cost by weakening required controls,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-05-01-01,root-cause-risk-prioritization,positive-or-edge,Hundreds of findings share one missing tenant-context boundary,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-01-02,root-cause-risk-prioritization,positive-or-edge,Critical vulnerability is low confidence,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-01-03,root-cause-risk-prioritization,positive-or-edge,Quick fix increases long-term coupling,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-05-01-01,root-cause-risk-prioritization,negative-trigger,sort only by scanner severity,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-01-02,root-cause-risk-prioritization,negative-trigger,hide low-confidence critical candidates,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-05-02-01,business-invariant-recovery,positive-or-edge,Legacy behavior includes known pricing bug,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-02-02,business-invariant-recovery,positive-or-edge,Authorization semantics are undocumented,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-02-03,business-invariant-recovery,positive-or-edge,Database trigger enforces hidden inventory invariant,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-05-02-01,business-invariant-recovery,negative-trigger,assume existing behavior is correct,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-02-02,business-invariant-recovery,negative-trigger,approve business rule without owner,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-05-03-01,target-architecture-alternatives-and-adr,positive-or-edge,Modular monolith versus microservices,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-03-02,target-architecture-alternatives-and-adr,positive-or-edge,Framework upgrade versus strangler replacement,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-03-03,target-architecture-alternatives-and-adr,positive-or-edge,Shared database must be separated gradually,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-05-03-01,target-architecture-alternatives-and-adr,negative-trigger,single unqualified rewrite recommendation,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-03-02,target-architecture-alternatives-and-adr,negative-trigger,technology choice without constraints,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-05-04-01,transformation-dag-estimation,positive-or-edge,Database change must precede application cutover,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-04-02,transformation-dag-estimation,positive-or-edge,Parallel agents would edit overlapping modules,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-04-03,transformation-dag-estimation,positive-or-edge,Plan invalidated by upstream commit,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-05-04-01,transformation-dag-estimation,negative-trigger,one giant patch,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-04-02,transformation-dag-estimation,negative-trigger,human-day estimate presented as machine runtime,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-04-03,transformation-dag-estimation,negative-trigger,plan without rollback,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-05-05-01,changeset-commit-and-provenance-governance,positive-or-edge,Agent modifies an unrelated lockfile,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-05-02,changeset-commit-and-provenance-governance,positive-or-edge,Generated code and source changes need separate commits,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-05-03,changeset-commit-and-provenance-governance,positive-or-edge,Commit passes tests but violates scope,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-05-05-01,changeset-commit-and-provenance-governance,negative-trigger,git add all,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-05-02,changeset-commit-and-provenance-governance,negative-trigger,mix unrelated changes,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-05-03,changeset-commit-and-provenance-governance,negative-trigger,force push without approval,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-05-06-01,proof-guided-atomic-refactor-execution,positive-or-edge,Type-safe API rename across monorepo,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-06-02,proof-guided-atomic-refactor-execution,positive-or-edge,Extract application service from controllers,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-06-03,proof-guided-atomic-refactor-execution,positive-or-edge,Refactor retry logic without duplicating side effects,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-05-06-01,proof-guided-atomic-refactor-execution,negative-trigger,free-form rewrite without plan,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-06-02,proof-guided-atomic-refactor-execution,negative-trigger,skip failing verification,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-06-03,proof-guided-atomic-refactor-execution,negative-trigger,production write without approval,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-05-07-01,modernization-strangler-and-rearchitecture,positive-or-edge,Struts and Servlet migration to Spring Boot,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-07-02,modernization-strangler-and-rearchitecture,positive-or-edge,Shared library framework major upgrade,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-07-03,modernization-strangler-and-rearchitecture,positive-or-edge,Monolith capability extraction with shared database,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-05-07-01,modernization-strangler-and-rearchitecture,negative-trigger,big-bang rewrite by default,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-07-02,modernization-strangler-and-rearchitecture,negative-trigger,remove legacy path before equivalence evidence,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-05-08-01,cross-language-framework-transformation,positive-or-edge,Java service to C#,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-08-02,cross-language-framework-transformation,positive-or-edge,Python component to Rust,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-08-03,cross-language-framework-transformation,positive-or-edge,Vue application to React with state and routing parity,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-05-08-01,cross-language-framework-transformation,negative-trigger,line-by-line translation,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-08-02,cross-language-framework-transformation,negative-trigger,claim equivalence without native runtime,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-08-03,cross-language-framework-transformation,negative-trigger,erase unsupported semantics,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-05-09-01,database-schema-routine-data-transformation,positive-or-edge,Oracle to PostgreSQL with routines,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-09-02,database-schema-routine-data-transformation,positive-or-edge,Zero-downtime column type change,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-05-09-03,database-schema-routine-data-transformation,positive-or-edge,Database authorization differs across engines,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-05-09-01,database-schema-routine-data-transformation,negative-trigger,syntax-only SQL translation,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-09-02,database-schema-routine-data-transformation,negative-trigger,destructive production migration without backup,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-05-09-03,database-schema-routine-data-transformation,negative-trigger,ignore permission semantics,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-06-01-01,characterization-differential-mutation-verification,positive-or-edge,Refactor changes exception wording but not semantics,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-01-02,characterization-differential-mutation-verification,positive-or-edge,Target emits events in different order,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-01-03,characterization-differential-mutation-verification,positive-or-edge,Tests pass but mutation score is weak,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-06-01-01,characterization-differential-mutation-verification,negative-trigger,declare success from compile only,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-01-02,characterization-differential-mutation-verification,negative-trigger,let implementation agent approve itself,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-01-03,characterization-differential-mutation-verification,negative-trigger,ignore approved behavior changes,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-06-02-01,formal-assurance-routing,positive-or-edge,Verify no cross-tenant read path,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-02-02,formal-assurance-routing,positive-or-edge,Check saga compensation liveness,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-02-03,formal-assurance-routing,positive-or-edge,Prove data migration mapping preserves monetary totals,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-06-02-01,formal-assurance-routing,negative-trigger,formalize the entire repository by default,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-02-02,formal-assurance-routing,negative-trigger,claim proof without checking tool output,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-02-03,formal-assurance-routing,negative-trigger,hide modeling assumptions,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-06-03-01,e0-e3-readiness-and-evidence-bundle,positive-or-edge,All tests pass but critical unknown remains,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-03-02,e0-e3-readiness-and-evidence-bundle,positive-or-edge,Evidence was produced before latest dependency change,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-03-03,e0-e3-readiness-and-evidence-bundle,positive-or-edge,Capability seeks E5 without companion assurance package,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-06-03-01,e0-e3-readiness-and-evidence-bundle,negative-trigger,issue E4 or E5 certificate,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-03-02,e0-e3-readiness-and-evidence-bundle,negative-trigger,approve stale evidence,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-03-03,e0-e3-readiness-and-evidence-bundle,negative-trigger,let adapter certify itself,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-06-04-01,shadow-dual-run-canary-rollback-preparation,positive-or-edge,Shadow order processing must not charge customers,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-04-02,shadow-dual-run-canary-rollback-preparation,positive-or-edge,Canary schema change must remain backward compatible,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-04-03,shadow-dual-run-canary-rollback-preparation,positive-or-edge,Rollback requires compensating events,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-06-04-01,shadow-dual-run-canary-rollback-preparation,negative-trigger,perform unapproved production cutover,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-04-02,shadow-dual-run-canary-rollback-preparation,negative-trigger,claim E4 or E5,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-04-03,shadow-dual-run-canary-rollback-preparation,negative-trigger,duplicate real side effects during shadow,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-06-05-01,incident-triage-remediation-and-postmortem,positive-or-edge,Bad rollout causes cross-tenant responses,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-05-02,incident-triage-remediation-and-postmortem,positive-or-edge,Queue retry storm overloads database,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-05-03,incident-triage-remediation-and-postmortem,positive-or-edge,Emergency hotfix lacks full regression window,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-06-05-01,incident-triage-remediation-and-postmortem,negative-trigger,make destructive production change without incident authority,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-05-02,incident-triage-remediation-and-postmortem,negative-trigger,assign blame,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-05-03,incident-triage-remediation-and-postmortem,negative-trigger,close incident from agent confidence,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-06-06-01,final-handoff-training-support,positive-or-edge,Operations cannot execute rollback runbook,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-06-02,final-handoff-training-support,positive-or-edge,Support owner lacks required access,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-06-03,final-handoff-training-support,positive-or-edge,Customer needs separate executive and engineering training,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-06-06-01,final-handoff-training-support,negative-trigger,declare handoff complete without owner acceptance,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-06-02,final-handoff-training-support,negative-trigger,transfer secrets in documents,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-06-07-01,reusable-recipe-skill-learning,positive-or-edge,Same migration fix recurs across customers,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-07-02,reusable-recipe-skill-learning,positive-or-edge,Skill triggers too broadly,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-07-03,reusable-recipe-skill-learning,positive-or-edge,Tenant trace is useful but not consented for global learning,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-06-07-01,reusable-recipe-skill-learning,negative-trigger,train globally without consent,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-07-02,reusable-recipe-skill-learning,negative-trigger,create duplicate skill,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
NEG-06-07-03,reusable-recipe-skill-learning,negative-trigger,generalize from one weak example,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
SCN-06-08-01,portfolio-multi-repository-governance,positive-or-edge,Hundreds of Spring services share vulnerable library,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-08-02,portfolio-multi-repository-governance,positive-or-edge,Two repositories require coordinated API migration,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
SCN-06-08-03,portfolio-multi-repository-governance,positive-or-edge,Portfolio dashboard hides one unsupported critical system,"[""Exact tenant, engagement, RevisionSet and policy are known""]","[""Typed output"", ""Evidence and unknowns retained"", ""No authority escalation"", ""Independent verification handoff""]"
NEG-06-08-01,portfolio-multi-repository-governance,negative-trigger,compare teams by raw finding count,"[""Request resembles adjacent work but is outside this Skill ownership""]","[""Skill does not activate or delegates to canonical owner"", ""No side effect"", ""Decision is auditable""]"
