id,type,skillId,pack,priority,riskClass,statement,owner,verification,completionBoundary
REQ-04-10-04,functional,cost-finops-sustainability-audit,04-unified-assessment,P2,medium,Model cost-quality-latency-risk tradeoffs without violating acceptance or safety gates.,finops-platform-team,cost-finops-sustainability-audit-AC-04,E2
REQ-04-10-05,functional,cost-finops-sustainability-audit,04-unified-assessment,P2,medium,Track machine wall-clock and queue time separately from human elapsed time.,finops-platform-team,cost-finops-sustainability-audit-AC-05,E2
REQ-05-01-01,functional,root-cause-risk-prioritization,05-planning-transformation,P0,critical,"Separate symptoms, contributing conditions, root causes, amplifiers, and latent risks.",transformation-planning-team,root-cause-risk-prioritization-AC-01,E3
REQ-05-01-02,functional,root-cause-risk-prioritization,05-planning-transformation,P0,critical,"Prioritize using business criticality, likelihood, blast radius, exploitability, change frequency, and remediation leverage.",transformation-planning-team,root-cause-risk-prioritization-AC-02,E3
REQ-05-01-03,functional,root-cause-risk-prioritization,05-planning-transformation,P0,critical,"Account for prerequisite fixes, coupled findings, and risk introduced by change.",transformation-planning-team,root-cause-risk-prioritization-AC-03,E3
REQ-05-01-04,functional,root-cause-risk-prioritization,05-planning-transformation,P0,critical,Keep evidence confidence and unknowns visible in ranking.,transformation-planning-team,root-cause-risk-prioritization-AC-04,E3
REQ-05-01-05,functional,root-cause-risk-prioritization,05-planning-transformation,P0,critical,"Produce quick wins, mandatory controls, enabling foundations, and strategic workstreams.",transformation-planning-team,root-cause-risk-prioritization-AC-05,E3
REQ-05-02-01,functional,business-invariant-recovery,05-planning-transformation,P0,critical,"Derive candidate invariants from requirements, code, tests, data, traces, incidents, policies, and domain experts.",business-semantics-team,business-invariant-recovery-AC-01,E3
REQ-05-02-02,functional,business-invariant-recovery,05-planning-transformation,P0,critical,"Distinguish required behavior, accidental behavior, known defect, tolerated deviation, and desired change.",business-semantics-team,business-invariant-recovery-AC-02,E3
REQ-05-02-03,functional,business-invariant-recovery,05-planning-transformation,P0,critical,"Express invariants as executable contracts, test oracles, temporal properties, schemas, or formal properties where possible.",business-semantics-team,business-invariant-recovery-AC-03,E3
REQ-05-02-04,functional,business-invariant-recovery,05-planning-transformation,P0,critical,"Attach scope, assumptions, owner, evidence, confidence, and change-approval rules.",business-semantics-team,business-invariant-recovery-AC-04,E3
REQ-05-02-05,functional,business-invariant-recovery,05-planning-transformation,P0,critical,Block transformation of critical behavior without an approved invariant or explicit risk acceptance.,business-semantics-team,business-invariant-recovery-AC-05,E3
REQ-05-03-01,functional,target-architecture-alternatives-and-adr,05-planning-transformation,P0,high,"Generate at least conservative, balanced, and strategic alternatives when material architecture change is proposed.",architecture-transformation-team,target-architecture-alternatives-and-adr-AC-01,E3
REQ-05-03-02,functional,target-architecture-alternatives-and-adr,05-planning-transformation,P0,high,"Define module and service boundaries, data ownership, APIs, events, identity, deployment, observability, and operational ownership.",architecture-transformation-team,target-architecture-alternatives-and-adr-AC-02,E3
REQ-05-03-03,functional,target-architecture-alternatives-and-adr,05-planning-transformation,P0,high,"Map every design decision to root causes, invariants, acceptance criteria, and constraints.",architecture-transformation-team,target-architecture-alternatives-and-adr-AC-03,E3
REQ-05-03-04,functional,target-architecture-alternatives-and-adr,05-planning-transformation,P0,high,"Quantify reversibility, migration risk, machine wall-clock, cost, and organizational impact.",architecture-transformation-team,target-architecture-alternatives-and-adr-AC-04,E3
REQ-05-03-05,functional,target-architecture-alternatives-and-adr,05-planning-transformation,P0,high,"Document assumptions, rejected alternatives, review date, and exit triggers in ADRs.",architecture-transformation-team,target-architecture-alternatives-and-adr-AC-05,E3
REQ-05-04-01,functional,transformation-dag-estimation,05-planning-transformation,P0,critical,"Represent every step with preconditions, scope, expected changes, tools, authority, checkpoint, tests, evidence, side effects, and rollback.",transformation-planning-team,transformation-dag-estimation-AC-01,E3
REQ-05-04-02,functional,transformation-dag-estimation,05-planning-transformation,P0,critical,"Order contract, characterization, data, compatibility, and observability work before risky replacement steps.",transformation-planning-team,transformation-dag-estimation-AC-02,E3
REQ-05-04-03,functional,transformation-dag-estimation,05-planning-transformation,P0,critical,Identify safe parallel read work and isolate write work through worktrees or non-overlapping scopes.,transformation-planning-team,transformation-dag-estimation-AC-03,E3
REQ-05-04-04,functional,transformation-dag-estimation,05-planning-transformation,P0,critical,Calculate critical-path machine wall-clock separately from queue and human-review time.,transformation-planning-team,transformation-dag-estimation-AC-04,E3
REQ-05-04-05,functional,transformation-dag-estimation,05-planning-transformation,P0,critical,"Re-plan when evidence, revisions, failures, or approvals change.",transformation-planning-team,transformation-dag-estimation-AC-05,E3
REQ-05-05-01,functional,changeset-commit-and-provenance-governance,05-planning-transformation,P0,critical,"Each ChangeSet must have one purpose, bounded files, linked findings, invariants, plan step, tests, evidence, and rollback.",change-governance-team,changeset-commit-and-provenance-governance-AC-01,E3
REQ-05-05-02,functional,changeset-commit-and-provenance-governance,05-planning-transformation,P0,critical,"Record agent, model, tool, prompt or recipe, environment, input and output hashes, and approvals.",change-governance-team,changeset-commit-and-provenance-governance-AC-02,E3
REQ-05-05-03,functional,changeset-commit-and-provenance-governance,05-planning-transformation,P0,critical,Intercept tool results before commit and reject unexpected file or side-effect deltas.,change-governance-team,changeset-commit-and-provenance-governance-AC-03,E3
REQ-05-05-04,functional,changeset-commit-and-provenance-governance,05-planning-transformation,P0,critical,Prevent self-approval by the producing agent and preserve independent review.,change-governance-team,changeset-commit-and-provenance-governance-AC-04,E3
REQ-05-05-05,functional,changeset-commit-and-provenance-governance,05-planning-transformation,P0,critical,"Support staged integration, conflict detection, revert, and compensation without rewriting audit history.",change-governance-team,changeset-commit-and-provenance-governance-AC-05,E3
REQ-05-06-01,functional,proof-guided-atomic-refactor-execution,05-planning-transformation,P0,critical,"Prefer compiler refactoring APIs, typed LST or AST recipes, and Semantic IR transformations over free-form patches.",transformation-execution-team,proof-guided-atomic-refactor-execution-AC-01,E3
REQ-05-06-02,functional,proof-guided-atomic-refactor-execution,05-planning-transformation,P0,critical,Bind each execution to an invocation-scoped capability lease and environment-owned authority.,transformation-execution-team,proof-guided-atomic-refactor-execution-AC-02,E3
REQ-05-06-03,functional,proof-guided-atomic-refactor-execution,05-planning-transformation,P0,critical,Checkpoint before side effects and after each accepted atomic ChangeSet.,transformation-execution-team,proof-guided-atomic-refactor-execution-AC-03,E3
REQ-05-06-04,functional,proof-guided-atomic-refactor-execution,05-planning-transformation,P0,critical,Generate or update tests and observability before changing high-risk behavior.,transformation-execution-team,proof-guided-atomic-refactor-execution-AC-04,E3
REQ-05-06-05,functional,proof-guided-atomic-refactor-execution,05-planning-transformation,P0,critical,"Stop, compensate, or roll back when proof obligations fail or scope drifts.",transformation-execution-team,proof-guided-atomic-refactor-execution-AC-05,E3
REQ-05-07-01,functional,modernization-strangler-and-rearchitecture,05-planning-transformation,P1,critical,"Classify work as repair, refactor, modernization, rearchitecture, or rewrite and apply the matching proof burden.",modernization-team,modernization-strangler-and-rearchitecture-AC-01,E3
REQ-05-07-02,functional,modernization-strangler-and-rearchitecture,05-planning-transformation,P1,critical,"Preserve external contracts through adapters, façades, dual routes, feature flags, or compatibility layers.",modernization-team,modernization-strangler-and-rearchitecture-AC-02,E3
REQ-05-07-03,functional,modernization-strangler-and-rearchitecture,05-planning-transformation,P1,critical,Migrate by business capability and observable traffic rather than arbitrary file groups.,modernization-team,modernization-strangler-and-rearchitecture-AC-03,E3
REQ-05-07-04,functional,modernization-strangler-and-rearchitecture,05-planning-transformation,P1,critical,"Plan data ownership, backfill, dual-write, event, and rollback semantics before cutover.",modernization-team,modernization-strangler-and-rearchitecture-AC-04,E3
REQ-05-07-05,functional,modernization-strangler-and-rearchitecture,05-planning-transformation,P1,critical,"Retire legacy components only after usage, equivalence, and recovery evidence satisfy policy.",modernization-team,modernization-strangler-and-rearchitecture-AC-05,E3
REQ-05-08-01,functional,cross-language-framework-transformation,05-planning-transformation,P1,critical,"Extract source behavior, type, concurrency, error, resource, serialization, build, and framework semantics into versioned IR.",polyglot-transformation-team,cross-language-framework-transformation-AC-01,E3
REQ-05-08-02,functional,cross-language-framework-transformation,05-planning-transformation,P1,critical,Map constructs through route-specific semantic rules and explicitly register non-isomorphic gaps.,polyglot-transformation-team,cross-language-framework-transformation-AC-02,E3
REQ-05-08-03,functional,cross-language-framework-transformation,05-planning-transformation,P1,critical,Generate idiomatic target architecture and code without weakening required behavior.,polyglot-transformation-team,cross-language-framework-transformation-AC-03,E3
REQ-05-08-04,functional,cross-language-framework-transformation,05-planning-transformation,P1,critical,Compile and run source and target in native toolchains with normalized traces.,polyglot-transformation-team,cross-language-framework-transformation-AC-04,E3
REQ-05-08-05,functional,cross-language-framework-transformation,05-planning-transformation,P1,critical,"Require route-specific fixtures, holdouts, and rollback before replacing source systems.",polyglot-transformation-team,cross-language-framework-transformation-AC-05,E3
REQ-05-09-01,functional,database-schema-routine-data-transformation,05-planning-transformation,P1,critical,"Model source and target types, nulls, collation, precision, transaction, locking, routine, trigger, sequence, and error semantics.",database-transformation-team,database-schema-routine-data-transformation-AC-01,E3
REQ-05-09-02,functional,database-schema-routine-data-transformation,05-planning-transformation,P1,critical,"Generate expand-migrate-contract steps, backfills, CDC, compatibility views, dual reads or writes, and rollback.",database-transformation-team,database-schema-routine-data-transformation-AC-02,E3
REQ-05-09-03,functional,database-schema-routine-data-transformation,05-planning-transformation,P1,critical,"Reconcile row counts, keys, relationships, states, monetary totals, checksums, and domain invariants.",database-transformation-team,database-schema-routine-data-transformation-AC-03,E3
REQ-05-09-04,functional,database-schema-routine-data-transformation,05-planning-transformation,P1,critical,"Preserve or explicitly re-approve authorization, ownership, audit, retention, and deletion behavior.",database-transformation-team,database-schema-routine-data-transformation-AC-04,E3
REQ-05-09-05,functional,database-schema-routine-data-transformation,05-planning-transformation,P1,critical,"Validate application queries, ORMs, reports, and operational procedures against the target engine.",database-transformation-team,database-schema-routine-data-transformation-AC-05,E3
REQ-06-01-01,functional,characterization-differential-mutation-verification,06-verification-release-operations,P0,critical,"Derive verification obligations from acceptance criteria, invariants, findings, changes, and risk.",verification-engineering-team,characterization-differential-mutation-verification-AC-01,E3
REQ-06-01-02,functional,characterization-differential-mutation-verification,06-verification-release-operations,P0,critical,"Compare source and target values, errors, data mutations, events, side effects, states, timing, and user-visible behavior under normalized semantics.",verification-engineering-team,characterization-differential-mutation-verification-AC-02,E3
REQ-06-01-03,functional,characterization-differential-mutation-verification,06-verification-release-operations,P0,critical,"Classify differences as exact failure, normalized equivalence, tolerated range, approved change, unknown, or oracle defect.",verification-engineering-team,characterization-differential-mutation-verification-AC-03,E3
REQ-06-01-04,functional,characterization-differential-mutation-verification,06-verification-release-operations,P0,critical,Evaluate test strength through mutation or equivalent fault seeding on critical paths.,verification-engineering-team,characterization-differential-mutation-verification-AC-04,E3
REQ-06-01-05,functional,characterization-differential-mutation-verification,06-verification-release-operations,P0,critical,Keep verifier execution and completion decisions independent from the producer.,verification-engineering-team,characterization-differential-mutation-verification-AC-05,E3
REQ-06-02-01,functional,formal-assurance-routing,06-verification-release-operations,P1,critical,"Select formal methods only where risk, tractability, and property shape justify them.",formal-assurance-team,formal-assurance-routing-AC-01,E3
REQ-06-02-02,functional,formal-assurance-routing,06-verification-release-operations,P1,critical,"Represent modeling assumptions, abstractions, environment constraints, and trusted components explicitly.",formal-assurance-team,formal-assurance-routing-AC-02,E3
REQ-06-02-03,functional,formal-assurance-routing,06-verification-release-operations,P1,critical,"Check state safety, liveness, concurrency, permissions, conservation, migration mapping, or protocol behavior as applicable.",formal-assurance-team,formal-assurance-routing-AC-03,E3
REQ-06-02-04,functional,formal-assurance-routing,06-verification-release-operations,P1,critical,"Store proof artifacts, checker versions, commands, results, counterexamples, and translation links.",formal-assurance-team,formal-assurance-routing-AC-04,E3
REQ-06-02-05,functional,formal-assurance-routing,06-verification-release-operations,P1,critical,"Use proof results as evidence inputs, never as blanket system certification.",formal-assurance-team,formal-assurance-routing-AC-05,E3
REQ-06-03-01,functional,e0-e3-readiness-and-evidence-bundle,06-verification-release-operations,P0,critical,"E0 requires asset and RevisionSet identity; E1 requires reproducible native build status; E2 requires approved behavior and test evidence; E3 requires non-functional, security, migration, and recovery readiness evidence.",independent-assurance-team,e0-e3-readiness-and-evidence-bundle-AC-01,E3
REQ-06-03-02,functional,e0-e3-readiness-and-evidence-bundle,06-verification-release-operations,P0,critical,"Bind every claim to exact repository, environment, model, tool, database, policy, and artifact versions.",independent-assurance-team,e0-e3-readiness-and-evidence-bundle-AC-02,E3
REQ-06-03-03,functional,e0-e3-readiness-and-evidence-bundle,06-verification-release-operations,P0,critical,"Block UNKNOWN, UNSUPPORTED, stale evidence, unresolved critical side effects, and missing approvals.",independent-assurance-team,e0-e3-readiness-and-evidence-bundle-AC-03,E3
REQ-06-03-04,functional,e0-e3-readiness-and-evidence-bundle,06-verification-release-operations,P0,critical,Ensure K8 or equivalent independent completion authority makes the decision.,independent-assurance-team,e0-e3-readiness-and-evidence-bundle-AC-04,E3
REQ-06-03-05,functional,e0-e3-readiness-and-evidence-bundle,06-verification-release-operations,P0,critical,"State clearly that this capability package cannot issue E4, E5, P05, customer, regulatory, or accredited certification.",independent-assurance-team,e0-e3-readiness-and-evidence-bundle-AC-05,E3
REQ-06-04-01,functional,shadow-dual-run-canary-rollback-preparation,06-verification-release-operations,P1,critical,"Define cohorts, traffic percentages, observation windows, success metrics, error budgets, and automatic rollback triggers.",release-engineering-team,shadow-dual-run-canary-rollback-preparation-AC-01,E3
REQ-06-04-02,functional,shadow-dual-run-canary-rollback-preparation,06-verification-release-operations,P1,critical,Prevent shadow or dual runs from duplicating external side effects unless an approved idempotent isolation method exists.,release-engineering-team,shadow-dual-run-canary-rollback-preparation-AC-02,E3
REQ-06-04-03,functional,shadow-dual-run-canary-rollback-preparation,06-verification-release-operations,P1,critical,"Reconcile behavior, data, events, latency, cost, and user outcomes between old and new paths.",release-engineering-team,shadow-dual-run-canary-rollback-preparation-AC-03,E3
REQ-06-04-04,functional,shadow-dual-run-canary-rollback-preparation,06-verification-release-operations,P1,critical,"Test rollback, compensation, feature-flag failure, and data compatibility before authorized production use.",release-engineering-team,shadow-dual-run-canary-rollback-preparation-AC-04,E3
REQ-06-04-05,functional,shadow-dual-run-canary-rollback-preparation,06-verification-release-operations,P1,critical,Produce a handoff packet for independent E4/E5 execution rather than self-certifying.,release-engineering-team,shadow-dual-run-canary-rollback-preparation-AC-05,E3
REQ-06-05-01,functional,incident-triage-remediation-and-postmortem,06-verification-release-operations,P1,critical,"Prioritize safety, containment, service restoration, data integrity, and communication before structural improvement.",incident-response-team,incident-triage-remediation-and-postmortem-AC-01,E3
REQ-06-05-02,functional,incident-triage-remediation-and-postmortem,06-verification-release-operations,P1,critical,"Use verified security context, incident-specific authority, and explicit command or write approvals.",incident-response-team,incident-triage-remediation-and-postmortem-AC-02,E3
REQ-06-05-03,functional,incident-triage-remediation-and-postmortem,06-verification-release-operations,P1,critical,"Build a time-ordered evidence timeline across users, releases, telemetry, dependencies, and side effects.",incident-response-team,incident-triage-remediation-and-postmortem-AC-03,E3
REQ-06-05-04,functional,incident-triage-remediation-and-postmortem,06-verification-release-operations,P1,critical,"Separate trigger, root cause, contributing conditions, detection gaps, and recovery gaps.",incident-response-team,incident-triage-remediation-and-postmortem-AC-04,E3
REQ-06-05-05,functional,incident-triage-remediation-and-postmortem,06-verification-release-operations,P1,critical,"Convert material lessons into repository rules, skills, scripts, tests, policies, or no change according to ownership.",incident-response-team,incident-triage-remediation-and-postmortem-AC-05,E3
REQ-06-06-01,functional,final-handoff-training-support,06-verification-release-operations,P1,high,"Package architecture, operation, recovery, security, data, deployment, verification, and known-risk knowledge.",customer-adoption-team,final-handoff-training-support-AC-01,E3
REQ-06-06-02,functional,final-handoff-training-support,06-verification-release-operations,P1,high,"Assign named owners, escalation paths, SLO responsibilities, access, and support windows.",customer-adoption-team,final-handoff-training-support-AC-02,E3
REQ-06-06-03,functional,final-handoff-training-support,06-verification-release-operations,P1,high,"Provide role-specific training and exercises, including failure and rollback scenarios.",customer-adoption-team,final-handoff-training-support-AC-03,E3
REQ-06-06-04,functional,final-handoff-training-support,06-verification-release-operations,P1,high,Verify runbooks through walkthrough or game-day evidence rather than document existence alone.,customer-adoption-team,final-handoff-training-support-AC-04,E3
REQ-06-06-05,functional,final-handoff-training-support,06-verification-release-operations,P1,high,Preserve customer-specific confidentiality and data-use restrictions.,customer-adoption-team,final-handoff-training-support-AC-05,E3
REQ-06-07-01,functional,reusable-recipe-skill-learning,06-verification-release-operations,P2,high,"Require evidence of recurrence, bounded responsibility, independent validation, and clear ownership before creating a new Skill.",capability-learning-team,reusable-recipe-skill-learning-AC-01,E3
REQ-06-07-02,functional,reusable-recipe-skill-learning,06-verification-release-operations,P2,high,"Prefer updating existing instructions, references, scripts, adapters, tests, or policies over adding overlapping capabilities.",capability-learning-team,reusable-recipe-skill-learning-AC-02,E3
REQ-06-07-03,functional,reusable-recipe-skill-learning,06-verification-release-operations,P2,high,Separate tenant-local learning from globally eligible artifacts under explicit consent.,capability-learning-team,reusable-recipe-skill-learning-AC-03,E3
REQ-06-07-04,functional,reusable-recipe-skill-learning,06-verification-release-operations,P2,high,"Sanitize examples, remove secrets and identifiers, and preserve provenance and license constraints.",capability-learning-team,reusable-recipe-skill-learning-AC-04,E3
REQ-06-07-05,functional,reusable-recipe-skill-learning,06-verification-release-operations,P2,high,"Evaluate trigger precision, workflow correctness, approval boundaries, and regression behavior before release.",capability-learning-team,reusable-recipe-skill-learning-AC-05,E3
REQ-06-08-01,functional,portfolio-multi-repository-governance,06-verification-release-operations,P2,high,"Build a portfolio graph of repositories, shared libraries, APIs, data, events, teams, environments, and release dependencies.",portfolio-modernization-team,portfolio-multi-repository-governance-AC-01,E3
REQ-06-08-02,functional,portfolio-multi-repository-governance,06-verification-release-operations,P2,high,"Normalize risk and readiness by size, criticality, support depth, evidence coverage, and unknowns.",portfolio-modernization-team,portfolio-multi-repository-governance-AC-02,E3
REQ-06-08-03,functional,portfolio-multi-repository-governance,06-verification-release-operations,P2,high,"Identify common root causes, reusable migration waves, shared blockers, and systemic dependencies.",portfolio-modernization-team,portfolio-multi-repository-governance-AC-03,E3
REQ-06-08-04,functional,portfolio-multi-repository-governance,06-verification-release-operations,P2,high,"Plan capacity, machine wall-clock, cost, change windows, and rollback domains across programs.",portfolio-modernization-team,portfolio-multi-repository-governance-AC-04,E3
REQ-06-08-05,functional,portfolio-multi-repository-governance,06-verification-release-operations,P2,high,Prevent portfolio rollups from masking repository-specific unsupported or critical conditions.,portfolio-modernization-team,portfolio-multi-repository-governance-AC-05,E3
REQ-06-09-01,functional,product-feedback-roadmap-loop,06-verification-release-operations,P2,medium,"Normalize requests by user, workflow, problem, business impact, frequency, strategic fit, implementation leverage, and evidence quality.",product-strategy-team,product-feedback-roadmap-loop-AC-01,E2
REQ-06-09-02,functional,product-feedback-roadmap-loop,06-verification-release-operations,P2,medium,Separate one-off custom work from reusable product opportunity.,product-strategy-team,product-feedback-roadmap-loop-AC-02,E2
REQ-06-09-03,functional,product-feedback-roadmap-loop,06-verification-release-operations,P2,medium,"Link requests to findings, adoption data, incidents, lost deals, and existing capabilities.",product-strategy-team,product-feedback-roadmap-loop-AC-03,E2
REQ-06-09-04,functional,product-feedback-roadmap-loop,06-verification-release-operations,P2,medium,Preserve tenant confidentiality and aggregate only under permitted policies.,product-strategy-team,product-feedback-roadmap-loop-AC-04,E2
REQ-06-09-05,functional,product-feedback-roadmap-loop,06-verification-release-operations,P2,medium,Return decisions and workarounds to delivery teams without implying commitment.,product-strategy-team,product-feedback-roadmap-loop-AC-05,E2
NFR-001,non-functional,cross-cutting,00-global,P0,high,"No data, artifact, cache, telemetry, vector, graph, credential, or execution context may cross tenant boundaries.",platform-governance-team,Tenant isolation,E3
NFR-002,non-functional,cross-cutting,00-global,P0,high,All tool and connector capabilities are denied unless granted by an invocation-scoped lease.,platform-governance-team,Default-deny authority,E3
NFR-003,non-functional,cross-cutting,00-global,P0,high,Authority must belong to the actual execution environment and survive resume without widening.,platform-governance-team,Environment ownership,E3
NFR-004,non-functional,cross-cutting,00-global,P0,high,"Privileged requests must carry a host-minted, integrity-protected security context.",platform-governance-team,Verified security context,E3
NFR-005,non-functional,cross-cutting,00-global,P0,high,Replaced or stale executors must be unable to commit results or effects.,platform-governance-team,Remote executor fencing,E3
NFR-006,non-functional,cross-cutting,00-global,P0,high,"Every tool result must be intercepted, typed, policy-checked, and attached to the correct invocation before commit.",platform-governance-team,Result interception,E3
NFR-007,non-functional,cross-cutting,00-global,P0,high,"Repository changes must be purpose-bounded, independently verifiable, and individually reversible.",platform-governance-team,Atomic commit,E3
NFR-008,non-functional,cross-cutting,00-global,P0,high,"Retry or resume must not duplicate repository, database, message, billing, or external side effects.",platform-governance-team,Idempotency,E3
NFR-009,non-functional,cross-cutting,00-global,P0,high,"Accepted progress must survive process, worker, and network failure according to the task durability class.",platform-governance-team,Checkpoint durability,E3
NFR-010,non-functional,cross-cutting,00-global,P0,high,Long-running jobs must support bounded cancellation and explicit effect reconciliation.,platform-governance-team,Cancellation,E3
NFR-011,non-functional,cross-cutting,00-global,P0,high,"Every material decision, tool call, artifact, approval, waiver, and state transition must be attributable and queryable.",platform-governance-team,Auditability,E3
NFR-012,non-functional,cross-cutting,00-global,P0,high,"All source, generated, evidence, model, tool, and deployment artifacts must use immutable content identity.",platform-governance-team,Artifact identity,E3
NFR-013,non-functional,cross-cutting,00-global,P0,high,"Evidence reuse must be invalidated by incompatible changes to revisions, environments, policies, tools, models, databases, or adapters.",platform-governance-team,Evidence freshness,E3
NFR-014,non-functional,cross-cutting,00-global,P0,high,The producer of a change or claim must not be the sole verifier or completion authority.,platform-governance-team,Independent verification,E3
NFR-015,non-functional,cross-cutting,00-global,P0,high,"Unknown, unsupported, inaccessible, ambiguous, and stale areas must remain visible in all completion statements.",platform-governance-team,Honest completeness,E3
NFR-016,non-functional,cross-cutting,00-global,P0,high,"The capability package may claim E3 readiness at most and must never issue E4, E5, P05, regulatory, or customer certification.",platform-governance-team,Production claim boundary,E3
NFR-017,non-functional,cross-cutting,00-global,P0,high,"Only data necessary for the approved purpose may be read, retained, displayed, or sent to a model.",platform-governance-team,Data minimization,E3
NFR-018,non-functional,cross-cutting,00-global,P0,high,"Secrets must be brokered to tools and never copied into model-visible prompts, logs, or artifacts.",platform-governance-team,Secret isolation,E3
NFR-019,non-functional,cross-cutting,00-global,P0,high,"Storage, processing, backup, telemetry, and model routing must honor tenant and engagement residency policy.",platform-governance-team,Data residency,E3
NFR-020,non-functional,cross-cutting,00-global,P0,high,"Artifacts and derived data must have explicit retention, legal hold, deletion, and cryptographic erasure behavior.",platform-governance-team,Retention and deletion,E3
NFR-021,non-functional,cross-cutting,00-global,P0,high,Sensitive data must be encrypted in transit and at rest with customer-appropriate key ownership.,platform-governance-team,Encryption,E3
NFR-022,non-functional,cross-cutting,00-global,P0,high,"Build inputs, dependencies, images, tools, and outputs require provenance, integrity checks, and policy evaluation.",platform-governance-team,Supply-chain integrity,E3
NFR-023,non-functional,cross-cutting,00-global,P0,high,Schedulers and quotas must prevent one tenant or repository from starving others.,platform-governance-team,Multi-tenant fairness,E3
NFR-024,non-functional,cross-cutting,00-global,P0,high,"Queues, event streams, model calls, and analysis workers must have bounded concurrency and backpressure.",platform-governance-team,Backpressure,E3
NFR-025,non-functional,cross-cutting,00-global,P0,high,Interactive control-plane operations should meet the configured p95 latency objective excluding long-running jobs.,platform-governance-team,Control-plane responsiveness,E3
NFR-026,non-functional,cross-cutting,00-global,P0,high,"Long jobs must emit monotonic, evidence-backed progress and blocker states.",platform-governance-team,Progress visibility,E3
NFR-027,non-functional,cross-cutting,00-global,P0,high,Stateless coordinators and partitionable workers must scale independently without changing semantic ownership.,platform-governance-team,Horizontal scale,E3
NFR-028,non-functional,cross-cutting,00-global,P0,high,The architecture must support controlled pilots above 500k LOC and at least one benchmark above 1M LOC before commercial claims.,platform-governance-team,Large-repository readiness,E3
NFR-029,non-functional,cross-cutting,00-global,P0,high,Unchanged artifacts and compatible evidence should be reused by content identity rather than rescanned blindly.,platform-governance-team,Incremental analysis,E3
NFR-030,non-functional,cross-cutting,00-global,P0,high,A run must be reproducible from pinned inputs or explicitly state sources of nondeterminism.,platform-governance-team,Deterministic replay,E3
NFR-031,non-functional,cross-cutting,00-global,P0,high,"Trace, metrics, structured logs, profiles, policy decisions, and artifact identities must correlate by tenant, engagement, run, step, and revision.",platform-governance-team,Observability,E3
NFR-032,non-functional,cross-cutting,00-global,P0,high,"Each production service and workflow requires defined SLIs, SLOs, error budgets, owners, and escalation.",platform-governance-team,SLO ownership,E3
NFR-033,non-functional,cross-cutting,00-global,P0,high,"Unavailable models, analyzers, connectors, or services must produce controlled degradation or explicit blockers, never silent omission.",platform-governance-team,Graceful degradation,E3
NFR-034,non-functional,cross-cutting,00-global,P0,high,"Backup, restore, failover, replay, and disaster-recovery procedures must be testable and evidence-producing.",platform-governance-team,Recovery,E3
NFR-035,non-functional,cross-cutting,00-global,P0,high,"Public APIs, events, schemas, CLI output, and persisted contracts require versioning and backward-compatibility policy.",platform-governance-team,Compatibility,E3
NFR-036,non-functional,cross-cutting,00-global,P0,high,"Language, framework, database, scanner, model, connector, and runtime integrations must use replaceable adapters.",platform-governance-team,Extensibility,E3
NFR-037,non-functional,cross-cutting,00-global,P0,high,Adapters may produce candidate artifacts and evidence but cannot own semantic truth or completion status.,platform-governance-team,Adapter non-authority,E3
NFR-038,non-functional,cross-cutting,00-global,P0,high,User-facing product surfaces must support configured accessibility targets and keyboard-complete critical workflows.,platform-governance-team,Accessibility,E3
NFR-039,non-functional,cross-cutting,00-global,P0,high,"Time, locale, currency, units, encoding, text direction, and translation must be explicit and testable.",platform-governance-team,Internationalization,E3
NFR-040,non-functional,cross-cutting,00-global,P0,high,"Critical FDE and approval workflows must expose evidence, risk, scope, and next action without requiring raw log inspection.",platform-governance-team,Usability,E3
NFR-041,non-functional,cross-cutting,00-global,P0,high,"Model, compute, storage, network, license, and human-review costs must be separately attributable.",platform-governance-team,Cost attribution,E3
NFR-042,non-functional,cross-cutting,00-global,P0,high,"Estimates and actuals must report machine wall-clock, queue, and human-review time separately.",platform-governance-team,Machine time,E3
NFR-043,non-functional,cross-cutting,00-global,P0,high,"Tenant, engagement, route, model, tool, and worker budgets require alert, throttle, stop, and approval policies.",platform-governance-team,Budget enforcement,E3
NFR-044,non-functional,cross-cutting,00-global,P0,high,"Model choice must consider task ambiguity, evidence risk, privacy, latency, cost, and provider policy.",platform-governance-team,Safe model routing,E3
NFR-045,non-functional,cross-cutting,00-global,P0,high,"Canonical task, tool, result, evidence, and checkpoint contracts must not depend on one provider.",platform-governance-team,Model/provider portability,E3
NFR-046,non-functional,cross-cutting,00-global,P0,high,"Noisy or probabilistic evaluations require sample size, variance, uncertainty, segmentation, and decision rules.",platform-governance-team,Statistical rigor,E3
NFR-047,non-functional,cross-cutting,00-global,P0,high,Failed cases and contradictory evidence must be retained as first-class artifacts.,platform-governance-team,Counterexample retention,E3
NFR-048,non-functional,cross-cutting,00-global,P0,high,Consequential deterministic controls should be enforceable through versioned policy or validation code.,platform-governance-team,Policy as code,E3
NFR-049,non-functional,cross-cutting,00-global,P0,high,"Irreversible, destructive, privileged, regulated, or production-impacting actions require named human approval.",platform-governance-team,Human approvals,E3
NFR-050,non-functional,cross-cutting,00-global,P0,high,"Planning, execution, verification, waiver, and certification roles must be independently assignable.",platform-governance-team,Separation of duties,E3
NFR-051,non-functional,cross-cutting,00-global,P0,high,Each write-heavy agent or plan step must use an isolated workspace or non-overlapping file scope.,platform-governance-team,Workspace isolation,E3
