batch,batch_slug,batch_title,phase,name,description,path
12,lossless-semantic-transformation,Lossless Semantic Transformation,D 转换定义与规则引擎,import-and-namespace-rewriter,精确更新 Import、Namespace、模块路径、别名和依赖声明。,batches/batch-12-lossless-semantic-transformation/skills/import-and-namespace-rewriter/SKILL.md
12,lossless-semantic-transformation,Lossless Semantic Transformation,D 转换定义与规则引擎,minimal-change-generator,优先生成最小语义变更集，限制无关格式化、重排和风格漂移。,batches/batch-12-lossless-semantic-transformation/skills/minimal-change-generator/SKILL.md
12,lossless-semantic-transformation,Lossless Semantic Transformation,D 转换定义与规则引擎,source-location-mapper,维护源 AST、IR、目标代码、诊断和证据之间的双向位置映射。,batches/batch-12-lossless-semantic-transformation/skills/source-location-mapper/SKILL.md
12,lossless-semantic-transformation,Lossless Semantic Transformation,D 转换定义与规则引擎,semantic-diff-generator,生成类型、调用、Effect、状态和观察维度的语义 Diff，而非仅文本 Diff。,batches/batch-12-lossless-semantic-transformation/skills/semantic-diff-generator/SKILL.md
12,lossless-semantic-transformation,Lossless Semantic Transformation,D 转换定义与规则引擎,transformation-result-set,以统一结果集表达修改、跳过、警告、需人工、失败和证据。,batches/batch-12-lossless-semantic-transformation/skills/transformation-result-set/SKILL.md
12,lossless-semantic-transformation,Lossless Semantic Transformation,D 转换定义与规则引擎,rollback-patch-generator,生成可验证、可逆、按模块或规则粒度回滚的补丁。,batches/batch-12-lossless-semantic-transformation/skills/rollback-patch-generator/SKILL.md
13,neurosymbolic-candidate-generation,候选生成与神经符号转换,D 转换定义与规则引擎,deterministic-rule-generator,从已验证规则和 IR Lowering 确定性生成候选，避免重复推理。,batches/batch-13-neurosymbolic-candidate-generation/skills/deterministic-rule-generator/SKILL.md
13,neurosymbolic-candidate-generation,候选生成与神经符号转换,D 转换定义与规则引擎,llm-candidate-generator,向模型提供最小语义切片、契约、方向包和验收测试，生成受约束候选。,batches/batch-13-neurosymbolic-candidate-generation/skills/llm-candidate-generator/SKILL.md
13,neurosymbolic-candidate-generation,候选生成与神经符号转换,D 转换定义与规则引擎,multi-candidate-search,并行生成架构、库映射和实现候选，并保留差异与来源。,batches/batch-13-neurosymbolic-candidate-generation/skills/multi-candidate-search/SKILL.md
13,neurosymbolic-candidate-generation,候选生成与神经符号转换,D 转换定义与规则引擎,egraph-equivalence-search,对局部纯表达式和数据流进行等价饱和，选择目标语言最优形式。,batches/batch-13-neurosymbolic-candidate-generation/skills/egraph-equivalence-search/SKILL.md
13,neurosymbolic-candidate-generation,候选生成与神经符号转换,D 转换定义与规则引擎,library-api-rag,检索目标语言真实 API、版本、导入、示例、语义条件和替代库。,batches/batch-13-neurosymbolic-candidate-generation/skills/library-api-rag/SKILL.md
13,neurosymbolic-candidate-generation,候选生成与神经符号转换,D 转换定义与规则引擎,adapter-and-shim-generator,在无法无损翻译时生成兼容层、RPC、FFI、Schema Carrier 或临时 Shim。,batches/batch-13-neurosymbolic-candidate-generation/skills/adapter-and-shim-generator/SKILL.md
13,neurosymbolic-candidate-generation,候选生成与神经符号转换,D 转换定义与规则引擎,idiomatic-target-code-generator,在保持契约前提下生成目标语言惯用、可维护、可测试的实现。,batches/batch-13-neurosymbolic-candidate-generation/skills/idiomatic-target-code-generator/SKILL.md
13,neurosymbolic-candidate-generation,候选生成与神经符号转换,D 转换定义与规则引擎,unsupported-semantics-classifier,将无法可靠转换的语义分类为需适配、需重构、保留源服务或不支持。,batches/batch-13-neurosymbolic-candidate-generation/skills/unsupported-semantics-classifier/SKILL.md
13,neurosymbolic-candidate-generation,候选生成与神经符号转换,D 转换定义与规则引擎,candidate-cost-ranker,按生成成本、运行成本、依赖、维护和迁移风险对候选排序。,batches/batch-13-neurosymbolic-candidate-generation/skills/candidate-cost-ranker/SKILL.md
13,neurosymbolic-candidate-generation,候选生成与神经符号转换,D 转换定义与规则引擎,candidate-verifiability-ranker,优先选择更易类型检查、证明、差分和运行验证的候选。,batches/batch-13-neurosymbolic-candidate-generation/skills/candidate-verifiability-ranker/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,java-parser-adapter,使用 Java 原生或高保真解析前端构建语法树，并保留源码位置、注释和语法特征。,batches/batch-14-backend-compiler-adapters/skills/java-parser-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,java-symbol-adapter,解析 Java 符号、作用域、绑定、重载与跨文件引用，输出统一符号模型。,batches/batch-14-backend-compiler-adapters/skills/java-symbol-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,java-type-adapter,提取并规范化 Java 类型、泛型、可空性、联合类型和类型约束。,batches/batch-14-backend-compiler-adapters/skills/java-type-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,java-cfg-ssa-adapter,为 Java 构建控制流、数据流与 SSA/近似 SSA 表示，支持切片和验证。,batches/batch-14-backend-compiler-adapters/skills/java-cfg-ssa-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,java-error-exception-adapter,恢复 Java 的异常、错误返回、panic/throw 与清理路径语义。,batches/batch-14-backend-compiler-adapters/skills/java-error-exception-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,java-async-concurrency-adapter,恢复 Java 的异步、线程、任务、协程、取消和同步原语语义。,batches/batch-14-backend-compiler-adapters/skills/java-async-concurrency-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,java-framework-detector,识别 Java 仓库中的主流框架、版本、约定、插件和隐式运行时行为。,batches/batch-14-backend-compiler-adapters/skills/java-framework-detector/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,java-code-generator,从目标语义 IR 生成可构建、符合 Java 惯例且可追踪到源位置的代码。,batches/batch-14-backend-compiler-adapters/skills/java-code-generator/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,java-formatter-linter-adapter,接入 Java 格式化、Lint 和静态分析工具，并规范化诊断结果。,batches/batch-14-backend-compiler-adapters/skills/java-formatter-linter-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,java-test-adapter,发现、迁移、运行并规范化 Java 单元、集成、契约和端到端测试。,batches/batch-14-backend-compiler-adapters/skills/java-test-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,csharp-parser-adapter,使用 C# 原生或高保真解析前端构建语法树，并保留源码位置、注释和语法特征。,batches/batch-14-backend-compiler-adapters/skills/csharp-parser-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,csharp-symbol-adapter,解析 C# 符号、作用域、绑定、重载与跨文件引用，输出统一符号模型。,batches/batch-14-backend-compiler-adapters/skills/csharp-symbol-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,csharp-type-adapter,提取并规范化 C# 类型、泛型、可空性、联合类型和类型约束。,batches/batch-14-backend-compiler-adapters/skills/csharp-type-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,csharp-cfg-ssa-adapter,为 C# 构建控制流、数据流与 SSA/近似 SSA 表示，支持切片和验证。,batches/batch-14-backend-compiler-adapters/skills/csharp-cfg-ssa-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,csharp-error-exception-adapter,恢复 C# 的异常、错误返回、panic/throw 与清理路径语义。,batches/batch-14-backend-compiler-adapters/skills/csharp-error-exception-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,csharp-async-concurrency-adapter,恢复 C# 的异步、线程、任务、协程、取消和同步原语语义。,batches/batch-14-backend-compiler-adapters/skills/csharp-async-concurrency-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,csharp-framework-detector,识别 C# 仓库中的主流框架、版本、约定、插件和隐式运行时行为。,batches/batch-14-backend-compiler-adapters/skills/csharp-framework-detector/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,csharp-code-generator,从目标语义 IR 生成可构建、符合 C# 惯例且可追踪到源位置的代码。,batches/batch-14-backend-compiler-adapters/skills/csharp-code-generator/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,csharp-formatter-linter-adapter,接入 C# 格式化、Lint 和静态分析工具，并规范化诊断结果。,batches/batch-14-backend-compiler-adapters/skills/csharp-formatter-linter-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,csharp-test-adapter,发现、迁移、运行并规范化 C# 单元、集成、契约和端到端测试。,batches/batch-14-backend-compiler-adapters/skills/csharp-test-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,go-parser-adapter,使用 Go 原生或高保真解析前端构建语法树，并保留源码位置、注释和语法特征。,batches/batch-14-backend-compiler-adapters/skills/go-parser-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,go-symbol-adapter,解析 Go 符号、作用域、绑定、重载与跨文件引用，输出统一符号模型。,batches/batch-14-backend-compiler-adapters/skills/go-symbol-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,go-type-adapter,提取并规范化 Go 类型、泛型、可空性、联合类型和类型约束。,batches/batch-14-backend-compiler-adapters/skills/go-type-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,go-cfg-ssa-adapter,为 Go 构建控制流、数据流与 SSA/近似 SSA 表示，支持切片和验证。,batches/batch-14-backend-compiler-adapters/skills/go-cfg-ssa-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,go-error-exception-adapter,恢复 Go 的异常、错误返回、panic/throw 与清理路径语义。,batches/batch-14-backend-compiler-adapters/skills/go-error-exception-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,go-async-concurrency-adapter,恢复 Go 的异步、线程、任务、协程、取消和同步原语语义。,batches/batch-14-backend-compiler-adapters/skills/go-async-concurrency-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,go-framework-detector,识别 Go 仓库中的主流框架、版本、约定、插件和隐式运行时行为。,batches/batch-14-backend-compiler-adapters/skills/go-framework-detector/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,go-code-generator,从目标语义 IR 生成可构建、符合 Go 惯例且可追踪到源位置的代码。,batches/batch-14-backend-compiler-adapters/skills/go-code-generator/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,go-formatter-linter-adapter,接入 Go 格式化、Lint 和静态分析工具，并规范化诊断结果。,batches/batch-14-backend-compiler-adapters/skills/go-formatter-linter-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,go-test-adapter,发现、迁移、运行并规范化 Go 单元、集成、契约和端到端测试。,batches/batch-14-backend-compiler-adapters/skills/go-test-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,rust-parser-adapter,使用 Rust 原生或高保真解析前端构建语法树，并保留源码位置、注释和语法特征。,batches/batch-14-backend-compiler-adapters/skills/rust-parser-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,rust-symbol-adapter,解析 Rust 符号、作用域、绑定、重载与跨文件引用，输出统一符号模型。,batches/batch-14-backend-compiler-adapters/skills/rust-symbol-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,rust-type-adapter,提取并规范化 Rust 类型、泛型、可空性、联合类型和类型约束。,batches/batch-14-backend-compiler-adapters/skills/rust-type-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,rust-cfg-ssa-adapter,为 Rust 构建控制流、数据流与 SSA/近似 SSA 表示，支持切片和验证。,batches/batch-14-backend-compiler-adapters/skills/rust-cfg-ssa-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,rust-error-exception-adapter,恢复 Rust 的异常、错误返回、panic/throw 与清理路径语义。,batches/batch-14-backend-compiler-adapters/skills/rust-error-exception-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,rust-async-concurrency-adapter,恢复 Rust 的异步、线程、任务、协程、取消和同步原语语义。,batches/batch-14-backend-compiler-adapters/skills/rust-async-concurrency-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,rust-framework-detector,识别 Rust 仓库中的主流框架、版本、约定、插件和隐式运行时行为。,batches/batch-14-backend-compiler-adapters/skills/rust-framework-detector/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,rust-code-generator,从目标语义 IR 生成可构建、符合 Rust 惯例且可追踪到源位置的代码。,batches/batch-14-backend-compiler-adapters/skills/rust-code-generator/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,rust-formatter-linter-adapter,接入 Rust 格式化、Lint 和静态分析工具，并规范化诊断结果。,batches/batch-14-backend-compiler-adapters/skills/rust-formatter-linter-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,rust-test-adapter,发现、迁移、运行并规范化 Rust 单元、集成、契约和端到端测试。,batches/batch-14-backend-compiler-adapters/skills/rust-test-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,python-parser-adapter,使用 Python 原生或高保真解析前端构建语法树，并保留源码位置、注释和语法特征。,batches/batch-14-backend-compiler-adapters/skills/python-parser-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,python-symbol-adapter,解析 Python 符号、作用域、绑定、重载与跨文件引用，输出统一符号模型。,batches/batch-14-backend-compiler-adapters/skills/python-symbol-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,python-type-adapter,提取并规范化 Python 类型、泛型、可空性、联合类型和类型约束。,batches/batch-14-backend-compiler-adapters/skills/python-type-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,python-cfg-ssa-adapter,为 Python 构建控制流、数据流与 SSA/近似 SSA 表示，支持切片和验证。,batches/batch-14-backend-compiler-adapters/skills/python-cfg-ssa-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,python-error-exception-adapter,恢复 Python 的异常、错误返回、panic/throw 与清理路径语义。,batches/batch-14-backend-compiler-adapters/skills/python-error-exception-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,python-async-concurrency-adapter,恢复 Python 的异步、线程、任务、协程、取消和同步原语语义。,batches/batch-14-backend-compiler-adapters/skills/python-async-concurrency-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,python-framework-detector,识别 Python 仓库中的主流框架、版本、约定、插件和隐式运行时行为。,batches/batch-14-backend-compiler-adapters/skills/python-framework-detector/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,python-code-generator,从目标语义 IR 生成可构建、符合 Python 惯例且可追踪到源位置的代码。,batches/batch-14-backend-compiler-adapters/skills/python-code-generator/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,python-formatter-linter-adapter,接入 Python 格式化、Lint 和静态分析工具，并规范化诊断结果。,batches/batch-14-backend-compiler-adapters/skills/python-formatter-linter-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,python-test-adapter,发现、迁移、运行并规范化 Python 单元、集成、契约和端到端测试。,batches/batch-14-backend-compiler-adapters/skills/python-test-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,typescript-parser-adapter,使用 TypeScript/Node.js 原生或高保真解析前端构建语法树，并保留源码位置、注释和语法特征。,batches/batch-14-backend-compiler-adapters/skills/typescript-parser-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,typescript-symbol-adapter,解析 TypeScript/Node.js 符号、作用域、绑定、重载与跨文件引用，输出统一符号模型。,batches/batch-14-backend-compiler-adapters/skills/typescript-symbol-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,typescript-type-adapter,提取并规范化 TypeScript/Node.js 类型、泛型、可空性、联合类型和类型约束。,batches/batch-14-backend-compiler-adapters/skills/typescript-type-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,typescript-cfg-ssa-adapter,为 TypeScript/Node.js 构建控制流、数据流与 SSA/近似 SSA 表示，支持切片和验证。,batches/batch-14-backend-compiler-adapters/skills/typescript-cfg-ssa-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,typescript-error-exception-adapter,恢复 TypeScript/Node.js 的异常、错误返回、panic/throw 与清理路径语义。,batches/batch-14-backend-compiler-adapters/skills/typescript-error-exception-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,typescript-async-concurrency-adapter,恢复 TypeScript/Node.js 的异步、线程、任务、协程、取消和同步原语语义。,batches/batch-14-backend-compiler-adapters/skills/typescript-async-concurrency-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,typescript-framework-detector,识别 TypeScript/Node.js 仓库中的主流框架、版本、约定、插件和隐式运行时行为。,batches/batch-14-backend-compiler-adapters/skills/typescript-framework-detector/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,typescript-code-generator,从目标语义 IR 生成可构建、符合 TypeScript/Node.js 惯例且可追踪到源位置的代码。,batches/batch-14-backend-compiler-adapters/skills/typescript-code-generator/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,typescript-formatter-linter-adapter,接入 TypeScript/Node.js 格式化、Lint 和静态分析工具，并规范化诊断结果。,batches/batch-14-backend-compiler-adapters/skills/typescript-formatter-linter-adapter/SKILL.md
14,backend-compiler-adapters,后端语言Compiler Adapter,E 后端语言互转,typescript-test-adapter,发现、迁移、运行并规范化 TypeScript/Node.js 单元、集成、契约和端到端测试。,batches/batch-14-backend-compiler-adapters/skills/typescript-test-adapter/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,exception-to-result-error-lowering,在异常、Result、error tuple、panic 和错误码之间保持错误路径与清理语义。,batches/batch-15-backend-semantic-lowering/skills/exception-to-result-error-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,null-to-option-pointer-lowering,在 Null、Option、Nullable、Pointer、zero value 和 Missing 之间安全映射。,batches/batch-15-backend-semantic-lowering/skills/null-to-option-pointer-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,inheritance-to-composition-lowering,把类继承、模板方法和基类状态转换为组合、嵌入、委托或 Trait。,batches/batch-15-backend-semantic-lowering/skills/inheritance-to-composition-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,interface-trait-protocol-lowering,在 Interface、Trait、Protocol、结构类型和动态协议之间映射契约。,batches/batch-15-backend-semantic-lowering/skills/interface-trait-protocol-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,generic-type-lowering,处理泛型擦除、实例化、约束、协变、Trait bound 和运行时类型。,batches/batch-15-backend-semantic-lowering/skills/generic-type-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,collection-pipeline-lowering,在 Stream、LINQ、Iterator、Loop、Generator 和 Array pipeline 之间保持顺序与惰性。,batches/batch-15-backend-semantic-lowering/skills/collection-pipeline-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,sync-async-lowering,在同步、Future、Promise、Task、asyncio 和阻塞边界之间安全迁移。,batches/batch-15-backend-semantic-lowering/skills/sync-async-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,thread-goroutine-future-lowering,映射线程、goroutine、Task、Future、channel、锁、取消和调度语义。,batches/batch-15-backend-semantic-lowering/skills/thread-goroutine-future-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,resource-ownership-lowering,迁移 GC、RAII、ARC、Ownership、Borrow、Dispose、defer 和上下文管理。,batches/batch-15-backend-semantic-lowering/skills/resource-ownership-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,reflection-elimination,通过代码生成、注册表、显式映射或兼容层消除无法迁移的反射和动态加载。,batches/batch-15-backend-semantic-lowering/skills/reflection-elimination/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,dependency-injection-lowering,映射容器、生命周期、Scope、拦截、代理、工厂和条件绑定。,batches/batch-15-backend-semantic-lowering/skills/dependency-injection-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,orm-and-transaction-lowering,映射 ORM 实体、Tracking、查询、Lazy load、事务传播、锁和并发控制。,batches/batch-15-backend-semantic-lowering/skills/orm-and-transaction-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,configuration-lowering,迁移配置源、优先级、环境、Secret、动态刷新和类型绑定。,batches/batch-15-backend-semantic-lowering/skills/configuration-lowering/SKILL.md
15,backend-semantic-lowering,后端通用语义转换能力,E 后端语言互转,logging-observability-lowering,迁移日志、指标、Trace、Correlation、错误报告和语义约定。,batches/batch-15-backend-semantic-lowering/skills/logging-observability-lowering/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,java-to-csharp-direction-pack,提供从 Java 到 C# 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/java-to-csharp-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,java-to-go-direction-pack,提供从 Java 到 Go 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/java-to-go-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,java-to-rust-direction-pack,提供从 Java 到 Rust 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/java-to-rust-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,java-to-python-direction-pack,提供从 Java 到 Python 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/java-to-python-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,java-to-typescript-direction-pack,提供从 Java 到 TypeScript/Node.js 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/java-to-typescript-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,csharp-to-java-direction-pack,提供从 C# 到 Java 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/csharp-to-java-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,csharp-to-go-direction-pack,提供从 C# 到 Go 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/csharp-to-go-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,csharp-to-rust-direction-pack,提供从 C# 到 Rust 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/csharp-to-rust-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,csharp-to-python-direction-pack,提供从 C# 到 Python 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/csharp-to-python-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,csharp-to-typescript-direction-pack,提供从 C# 到 TypeScript/Node.js 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/csharp-to-typescript-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,go-to-java-direction-pack,提供从 Go 到 Java 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/go-to-java-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,go-to-csharp-direction-pack,提供从 Go 到 C# 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/go-to-csharp-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,go-to-rust-direction-pack,提供从 Go 到 Rust 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/go-to-rust-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,go-to-python-direction-pack,提供从 Go 到 Python 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/go-to-python-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,go-to-typescript-direction-pack,提供从 Go 到 TypeScript/Node.js 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/go-to-typescript-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,rust-to-java-direction-pack,提供从 Rust 到 Java 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/rust-to-java-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,rust-to-csharp-direction-pack,提供从 Rust 到 C# 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/rust-to-csharp-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,rust-to-go-direction-pack,提供从 Rust 到 Go 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/rust-to-go-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,rust-to-python-direction-pack,提供从 Rust 到 Python 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/rust-to-python-direction-pack/SKILL.md
16,backend-direction-packs,后端30条有方向转换包,E 后端语言互转,rust-to-typescript-direction-pack,提供从 Rust 到 TypeScript/Node.js 的仓库级专用转换与验证包，覆盖类型、错误、副作用、并发、框架、依赖和目标惯用实现。,batches/batch-16-backend-direction-packs/skills/rust-to-typescript-direction-pack/SKILL.md
